DBN,School_Name,Attn_Pct,Online_Presence,In_Person_Presence,Borough,District_Code,Attn_Date_YMD
10X353,WORLD VIEW HIGH SCHOOL,95.46,96.74,89.42,BRONX,10,2021-06-02
10X360,P.S. 360,87.6,85.86,89.38,BRONX,10,2021-06-02
10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,85.92,85.1,87.37,BRONX,10,2021-06-02
10X368,IN TECH ACADEMY M.S. HIGH SCHOOL 368,82.19,81.68,86.23,BRONX,10,2021-06-02
10X374,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIO,83.41,82.89,100.0,BRONX,10,2021-06-02
10X382,"ELEMENTARY SCHOOL FOR MATH, SCIENCE, AND TECHNOLOG",78.16,71.42,90.19,BRONX,10,2021-06-02
10X386,SCHOOL FOR ENVIRONMENTAL CITIZENSHIP,85.28,81.51,91.0,BRONX,10,2021-06-02
10X390,M.S. 390,93.67,93.67,,BRONX,10,2021-06-02
10X391,THE ANGELO PATRI MIDDLE SCHOOL,87.4,85.26,92.18,BRONX,10,2021-06-02
10X396,P.S. 396,93.81,93.93,93.18,BRONX,10,2021-06-02
10X397,ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPOR,INC,,,BRONX,10,2021-06-02
10X433,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,93.68,94.79,80.64,BRONX,10,2021-06-02
10X434,BELMONT PREPARATORY HIGH SCHOOL,65.06,64.38,70.45,BRONX,10,2021-06-02
10X437,FORDHAM HIGH SCHOOL FOR THE ARTS,90.97,90.66,91.91,BRONX,10,2021-06-02
10X438,FORDHAM LEADERSHIP ACADEMY,86.31,86.95,83.05,BRONX,10,2021-06-02
10X439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,99.48,99.48,,BRONX,10,2021-06-02
10X440,DEWITT CLINTON HIGH SCHOOL,81.86,81.86,,BRONX,10,2021-06-02
10X442,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",92.23,96.07,,BRONX,10,2021-06-02
10X445,THE BRONX HIGH SCHOOL OF SCIENCE,98.12,97.69,99.83,BRONX,10,2021-06-02
10X447,CRESTON ACADEMY,90.44,88.92,94.02,BRONX,10,2021-06-02
10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,INC,,,BRONX,10,2021-06-02
10X524,CROTONA INTERNATIONAL HIGH SCHOOL,70.23,69.69,100.0,BRONX,10,2021-06-02
10X535,ROSE HILL PRE K CENTER,76.07,78.78,74.58,BRONX,10,2021-06-02
10X546,BRONX THEATRE HIGH SCHOOL,75.66,75.21,80.0,BRONX,10,2021-06-02
10X549,DISCOVERY HIGH SCHOOL,92.57,94.94,47.82,BRONX,10,2021-06-02
10X565,HIGH SCHOOL FOR ENERGY AND TECHNOLOGY,95.29,95.1,100.0,BRONX,10,2021-06-02
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,98.95,99.38,96.61,BRONX,10,2021-06-02
11X016,P.S. 016 WAKEFIELD,91.78,90.8,93.22,BRONX,11,2021-06-02
11X019,P.S. 019 JUDITH K. WEISS,96.26,94.19,97.1,BRONX,11,2021-06-02
11X021,P.S. 021 PHILIP H. SHERIDAN,93.04,90.84,95.56,BRONX,11,2021-06-02
11X041,P.S. 041 GUN HILL ROAD,88.79,87.33,91.1,BRONX,11,2021-06-02
11X068,P.S. 068 BRONX,92.84,91.82,94.01,BRONX,11,2021-06-02
11X076,P.S. 076 THE BENNINGTON SCHOOL,93.12,94.38,88.88,BRONX,11,2021-06-02
11X078,P.S. 078 ANNE HUTCHINSON,88.31,88.08,89.1,BRONX,11,2021-06-02
11X083,P.S. 083 DONALD HERTZ,96.31,96.67,95.56,BRONX,11,2021-06-02
11X087,P.S. 087 BRONX,88.23,87.08,91.74,BRONX,11,2021-06-02
11X089,P.S. 089 BRONX,89.39,87.48,92.81,BRONX,11,2021-06-02
11X096,P.S. 096 RICHARD RODGERS,93.41,94.87,92.17,BRONX,11,2021-06-02
11X097,P.S. 097 BRONX,94.15,94.89,93.24,BRONX,11,2021-06-02
11X103,P.S. 103 HECTOR FONTANEZ,89.3,87.07,92.94,BRONX,11,2021-06-02
11X105,P.S. 105 SEN ABRAHAM BERNSTEIN,91.15,91.08,91.5,BRONX,11,2021-06-02
11X106,P.S. 106 PARKCHESTER,92.81,92.53,93.21,BRONX,11,2021-06-02
11X108,P.S. 108 PHILIP J. ABINANTI,97.54,98.47,,BRONX,11,2021-06-02
11X111,P.S. 111 SETON FALLS,87.15,86.91,87.56,BRONX,11,2021-06-02
11X112,P.S. 112 BRONXWOOD,85.24,86.18,84.32,BRONX,11,2021-06-02
11X121,P.S. 121 THROOP,89.09,86.76,93.64,BRONX,11,2021-06-02
11X127,J.H.S. 127 THE CASTLE HILL,90.77,90.97,90.17,BRONX,11,2021-06-02
11X144,J.H.S. 144 MICHELANGELO,89.97,91.41,85.84,BRONX,11,2021-06-02
11X153,P.S. 153 HELEN KELLER,97.53,97.69,97.08,BRONX,11,2021-06-02
11X160,P.S. 160 WALT DISNEY,100,100.0,,BRONX,11,2021-06-02
11X169,BAYCHESTER ACADEMY,97.09,96.0,98.32,BRONX,11,2021-06-02
11X175,P.S. 175 CITY ISLAND,96.37,92.78,98.32,BRONX,11,2021-06-02
11X178,P.S. 178 DR. SELMAN WAKSMAN,96.59,95.47,98.47,BRONX,11,2021-06-02
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,91.1,91.16,90.86,BRONX,11,2021-06-02
11X181,I.S. 181 PABLO CASALS,92.23,92.05,92.99,BRONX,11,2021-06-02
11X189,CORNERSTONE ACADEMY FOR SOCIAL ACTION,86.21,83.4,93.25,BRONX,11,2021-06-02
11X194,P.S. M.S. 194,95.08,95.16,94.86,BRONX,11,2021-06-02
11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,91.79,91.58,95.0,BRONX,11,2021-06-02
11X253,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION AR,85.93,85.93,,BRONX,11,2021-06-02
11X265,BRONX LAB SCHOOL,31.41,31.41,,BRONX,11,2021-06-02
11X270,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A CO,74.92,73.44,84.78,BRONX,11,2021-06-02
11X275,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,81.33,80.44,89.58,BRONX,11,2021-06-02
11X287,NORTH BRONX SCHOOL OF EMPOWERMENT,85.94,81.29,96.24,BRONX,11,2021-06-02
11X288,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,63.12,60.96,88.88,BRONX,11,2021-06-02
11X290,BRONX ACADEMY OF HEALTH CAREERS,INC,,,BRONX,11,2021-06-02
11X299,ASTOR COLLEGIATE ACADEMY,79.39,79.39,,BRONX,11,2021-06-02
11X326,BRONX GREEN MIDDLE SCHOOL,89.42,88.25,93.06,BRONX,11,2021-06-02
11X355,BRONX ALLIANCE MIDDLE SCHOOL,79.66,79.66,,BRONX,11,2021-06-02
11X357,YOUNG VOICES ACADEMY OF THE BRONX,92.42,93.33,90.9,BRONX,11,2021-06-02
11X370,LEADERS OF TOMORROW,88.61,88.62,88.59,BRONX,11,2021-06-02
11X418,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,61.42,61.42,,BRONX,11,2021-06-02
11X455,HARRY S TRUMAN HIGH SCHOOL,74.71,74.71,,BRONX,11,2021-06-02
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO,85.89,85.46,100.0,BRONX,11,2021-06-02
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME,96.9,97.14,96.15,BRONX,11,2021-06-02
11X481,THE STEAM BRIDGE SCHOOL,94.31,90.32,96.49,BRONX,11,2021-06-02
11X483,THE MATILDA AVENUE SCHOOL,91.6,91.03,92.38,BRONX,11,2021-06-02
11X498,P.S. M.S. 11X498 VAN NEST ACADEMY,98.23,97.97,98.88,BRONX,11,2021-06-02
11X508,BRONXDALE HIGH SCHOOL,82.58,83.58,75.86,BRONX,11,2021-06-02
11X509,HIGH SCHOOL OF LANGUAGE AND INNOVATION,INC,,,BRONX,11,2021-06-02
11X513,NEW WORLD HIGH SCHOOL,77.62,79.39,68.42,BRONX,11,2021-06-02
11X514,THE BRONXWOOD PREPARATORY ACADEMY,81.31,82.0,72.0,BRONX,11,2021-06-02
11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,88.01,83.07,94.55,BRONX,11,2021-06-02
11X532,BAYCHESTER MIDDLE SCHOOL,84.21,85.4,78.84,BRONX,11,2021-06-02
11X542,PELHAM PREPARATORY ACADEMY,88.42,89.95,69.44,BRONX,11,2021-06-02
11X544,HIGH SCHOOL FOR CONTEMPORARY ARTS,83.91,83.91,,BRONX,11,2021-06-02
11X545,BRONX AEROSPACE HIGH SCHOOL,80.31,80.7,76.47,BRONX,11,2021-06-02
11X556,BRONX PARK MIDDLE SCHOOL,88.94,86.96,100.0,BRONX,11,2021-06-02
11X566,PELHAM GARDENS MIDDLE SCHOOL,88.65,87.53,92.15,BRONX,11,2021-06-02
11X567,LINDEN TREE ELEMENTARY SCHOOL,93.98,94.73,92.99,BRONX,11,2021-06-02
12X006,P.S. 006 WEST FARMS,84.13,78.71,91.4,BRONX,12,2021-06-02
12X044,P.S. 044 DAVID C. FARRAGUT,83.07,81.25,85.34,BRONX,12,2021-06-02
12X047,P.S. 047 JOHN RANDOLPH,92.07,90.87,93.26,BRONX,12,2021-06-02
12X057,P.S. 057 CRESCENT,86.59,84.46,93.1,BRONX,12,2021-06-02
12X061,P.S. 061 FRANCISCO OLLER,89.64,89.58,89.67,BRONX,12,2021-06-02
12X066,P.S. 066 SCHOOL OF HIGHER EXPECTATIONS,92.32,93.67,90.24,BRONX,12,2021-06-02
12X067,P.S. 067 MOHEGAN SCHOOL,96.26,92.39,100.0,BRONX,12,2021-06-02
12X098,J.H.S. 098 HERMAN RIDDER,87.36,85.32,90.12,BRONX,12,2021-06-02
12X129,M.S. 129 ACADEMY FOR INDEPENDENT LEARNING AND LEAD,82.47,82.36,82.78,BRONX,12,2021-06-02
12X134,P.S. 134 GEORGE F. BRISTOW,93.44,92.58,95.05,BRONX,12,2021-06-02
12X150,P.S. 150 CHARLES JAMES FOX,92.76,91.17,96.0,BRONX,12,2021-06-02
12X190,E.S.M.T I.S. 190,93.58,93.4,94.11,BRONX,12,2021-06-02
12X195,P.S. 195,91.34,91.04,92.19,BRONX,12,2021-06-02
12X196,P.S. 196,93.85,92.2,97.44,BRONX,12,2021-06-02
12X211,P.S. 211,93.98,94.84,88.52,BRONX,12,2021-06-02
12X214,P.S. 214,92.52,91.64,94.31,BRONX,12,2021-06-02
12X217,SCHOOL OF PERFORMING ARTS,94.15,95.11,91.56,BRONX,12,2021-06-02
12X242,MOTT HALL V,91.38,90.11,100.0,BRONX,12,2021-06-02
12X248,"METROPOLITAN HIGH SCHOOL, THE",83.56,83.96,82.5,BRONX,12,2021-06-02
12X251,EXPLORATIONS ACADEMY H.S.,82.18,80.26,86.95,BRONX,12,2021-06-02
12X267,BRONX LATIN,89.7,89.7,,BRONX,12,2021-06-02
12X271,EAST BRONX ACADEMY FOR THE FUTURE,79.52,75.4,100.0,BRONX,12,2021-06-02
12X273,FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL,90.19,88.66,94.44,BRONX,12,2021-06-02
12X286,FANNIE LOU HAMER MIDDLE SCHOOL,93.5,92.34,98.18,BRONX,12,2021-06-02
12X300,THE SCHOOL OF SCIENCE AND APPLIED LEARNING,90.82,91.09,90.45,BRONX,12,2021-06-02
12X314,FAIRMONT NEIGHBORHOOD SCHOOL,96.29,96.05,96.7,BRONX,12,2021-06-02
12X316,KAPPA III,81.46,77.72,88.18,BRONX,12,2021-06-02
12X318,"I.S. X318 MATH, SCIENCE TECHNOLOGY THROUGH ARTS",97.9,97.12,100.0,BRONX,12,2021-06-02
12X341,ACCION ACADEMY,90.55,85.85,100.0,BRONX,12,2021-06-02
12X383,EMOLIOR ACADEMY,96.02,94.86,100.0,BRONX,12,2021-06-02
12X388,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,82.58,77.03,100.0,BRONX,12,2021-06-02
12X446,ARTURO A. SCHOMBURG SATELLITE ACADEMY BRONX,87.59,90.24,64.28,BRONX,12,2021-06-02
12X458,SAMARA COMMUNITY SCHOOL,96.67,95.86,97.33,BRONX,12,2021-06-02
12X463,URBAN SCHOLARS COMMUNITY SCHOOL,90.63,90.67,90.56,BRONX,12,2021-06-02
12X478,THE CINEMA SCHOOL,97.75,97.44,100.0,BRONX,12,2021-06-02
12X479,BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,77.77,78.48,70.83,BRONX,12,2021-06-02
12X480,BRONX REGIONAL HIGH SCHOOL,28.84,28.84,,BRONX,12,2021-06-02
12X511,BRONX ENVISION ACADEMY,85.24,84.01,88.65,BRONX,12,2021-06-02
12X521,THE METROPOLITAN SOUNDVIEW HIGH SCHOOL,81.48,84.63,72.07,BRONX,12,2021-06-02
12X531,ARCHER ELEMENTARY SCHOOL,94.38,94.75,93.86,BRONX,12,2021-06-02
12X536,P.S. 536,86.85,88.58,83.96,BRONX,12,2021-06-02
12X550,HIGH SCHOOL OF WORLD CULTURES,85.62,84.72,92.1,BRONX,12,2021-06-02
12X595,P.S. 595,92.17,93.89,89.89,BRONX,12,2021-06-02
12X626,DISTRICT 12 PRE K CENTER,66.66,,66.66,BRONX,12,2021-06-02
12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,68.5,68.5,,BRONX,12,2021-06-02
12X684,WINGS ACADEMY,82.59,82.39,83.67,BRONX,12,2021-06-02
12X691,BRONX LITTLE SCHOOL,94.23,93.23,96.19,BRONX,12,2021-06-02
13K003,P.S. 003 THE BEDFORD VILLAGE,88.12,87.68,88.61,BROOKLYN,13,2021-06-02
13K008,P.S. 008 ROBERT FULTON,96.77,96.4,96.88,BROOKLYN,13,2021-06-02
13K009,PUBLIC SCHOOL 9 THE SARAH SMITH GARNET SCHOOL,94.16,92.49,95.29,BROOKLYN,13,2021-06-02
13K011,P.S. 011 PURVIS J. BEHAN,INC,,,BROOKLYN,13,2021-06-02
13K020,P.S. 020 CLINTON HILL,91.48,85.02,95.28,BROOKLYN,13,2021-06-02
13K044,P.S. 044 MARCUS GARVEY,90.9,88.05,93.84,BROOKLYN,13,2021-06-02
13K046,P.S. 046 EDWARD C. BLUM,77.57,77.57,,BROOKLYN,13,2021-06-02
13K054,P.S. 054 SAMUEL C. BARNES,86.48,84.16,90.76,BROOKLYN,13,2021-06-02
13K056,P.S. 056 LEWIS H. LATIMER,97.76,97.46,98.19,BROOKLYN,13,2021-06-02
13K067,P.S. 067 CHARLES A. DORSEY,88.12,94.61,78.65,BROOKLYN,13,2021-06-02
13K093,P.S. 093 WILLIAM H. PRESCOTT,88.76,86.4,92.0,BROOKLYN,13,2021-06-02
13K113,M.S. 113 RONALD EDMONDS LEARNING CENTER,69.96,68.55,80.0,BROOKLYN,13,2021-06-02
13K133,P.S. 133 WILLIAM A. BUTLER,94.8,95.02,94.7,BROOKLYN,13,2021-06-02
13K256,P.S. 256 BENJAMIN BANNEKER,69.23,52.42,88.04,BROOKLYN,13,2021-06-02
13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,92.23,91.73,94.11,BROOKLYN,13,2021-06-02
13K266,M.S. K266 PARK PLACE COMMUNITY MIDDLE SCHOOL,92.66,100.0,76.59,BROOKLYN,13,2021-06-02
13K270,P.S. 270 JOHANN DEKALB,78.49,76.56,82.75,BROOKLYN,13,2021-06-02
13K282,P.S. 282 PARK SLOPE,93.51,93.27,93.77,BROOKLYN,13,2021-06-02
13K287,P.S. 287 BAILEY K. ASHFORD,94.95,96.58,,BROOKLYN,13,2021-06-02
13K301,SATELLITE EAST MIDDLE SCHOOL,89.02,88.0,100.0,BROOKLYN,13,2021-06-02
13K307,P.S. 307 DANIEL HALE WILLIAMS,100,100.0,,BROOKLYN,13,2021-06-02
13K313,DOCK STREET SCHOOL FOR STEAM STUDIES,96.79,96.49,100.0,BROOKLYN,13,2021-06-02
13K350,URBAN ASSEMBLY SCHOOL OF MUSIC AND ART,75.16,75.16,,BROOKLYN,13,2021-06-02
13K351,THE URBAN ASSEMBLY UNISON SCHOOL,95.76,93.7,100.0,BROOKLYN,13,2021-06-02
13K412,BROOKLYN COMMUNITY ARTS MEDIA HIGH SCHOOL BCAM,71.58,71.58,,BROOKLYN,13,2021-06-02
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TEC",95.16,95.16,,BROOKLYN,13,2021-06-02
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,100,100.0,,BROOKLYN,13,2021-06-02
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL,65.31,61.53,100.0,BROOKLYN,13,2021-06-02
13K483,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,79.78,79.78,,BROOKLYN,13,2021-06-02
13K492,ACADEMY OF ARTS AND LETTERS,89.92,89.92,,BROOKLYN,13,2021-06-02
13K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR Y,90.32,90.54,89.04,BROOKLYN,13,2021-06-02
13K553,BROOKLYN ACADEMY HIGH SCHOOL,25.64,26.88,20.83,BROOKLYN,13,2021-06-02
13K594,GOTHAM PROFESSIONAL ARTS ACADEMY,81.32,84.07,33.33,BROOKLYN,13,2021-06-02
13K595,BEDFORD ACADEMY HIGH SCHOOL,INC,,,BROOKLYN,13,2021-06-02
13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION,78.54,78.54,,BROOKLYN,13,2021-06-02
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,36.69,47.5,22.03,BROOKLYN,13,2021-06-02
13K670,BENJAMIN BANNEKER ACADEMY,85.34,84.91,100.0,BROOKLYN,13,2021-06-02
13K674,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHI",83.4,83.86,81.98,BROOKLYN,13,2021-06-02
13K691,FORT GREENE PREPARATORY ACADEMY,80.31,80.31,,BROOKLYN,13,2021-06-02
13K869,DISTRICT 13 PRE K CENTER,93.54,100.0,91.11,BROOKLYN,13,2021-06-02
13K915,I.S. 915,89.41,87.69,92.85,BROOKLYN,13,2021-06-02
14K016,P.S. 016 LEONARD DUNKLY,84.94,90.35,76.38,BROOKLYN,14,2021-06-02
14K017,P.S. 017 HENRY D. WOODWORTH,93.05,92.85,93.23,BROOKLYN,14,2021-06-02
14K018,P.S. 018 EDWARD BUSH,86.59,84.53,88.65,BROOKLYN,14,2021-06-02
14K023,P.S. 023 CARTER G. WOODSON,85.02,85.71,84.29,BROOKLYN,14,2021-06-02
14K031,P.S. 031 SAMUEL F. DUPONT,96.75,96.75,96.74,BROOKLYN,14,2021-06-02
14K034,P.S. 034 OLIVER H. PERRY,98.53,100.0,97.67,BROOKLYN,14,2021-06-02
14K050,J.H.S. 050 JOHN D. WELLS,91.34,93.66,78.43,BROOKLYN,14,2021-06-02
14K059,P.S. 059 WILLIAM FLOYD,91.39,91.44,91.3,BROOKLYN,14,2021-06-02
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,70.82,67.76,77.16,BROOKLYN,14,2021-06-02
14K084,P.S. 084 JOSE DE DIEGO,92.2,89.21,95.25,BROOKLYN,14,2021-06-02
14K110,P.S. 110 THE MONITOR,94.41,94.28,94.45,BROOKLYN,14,2021-06-02
14K120,P.S. 120 CARLOS TAPIA,91.52,90.41,92.57,BROOKLYN,14,2021-06-02
14K126,JOHN ERICSSON MIDDLE SCHOOL 126,92.02,93.33,89.58,BROOKLYN,14,2021-06-02
14K132,P.S. 132 THE CONSELYEA SCHOOL,94.41,92.94,95.72,BROOKLYN,14,2021-06-02
14K147,P.S. 147 ISAAC REMSEN,INC,,,BROOKLYN,14,2021-06-02
14K157,P.S. I.S. 157 THE BENJAMIN FRANKLIN HEALTH SCIEN,88.14,90.16,85.61,BROOKLYN,14,2021-06-02
14K196,P.S. 196 TEN EYCK,86.91,86.03,88.23,BROOKLYN,14,2021-06-02
14K250,P.S. 250 GEORGE H. LINDSAY,93.37,93.85,92.37,BROOKLYN,14,2021-06-02
14K257,P.S. 257 JOHN F. HYLAN,95.28,95.03,95.61,BROOKLYN,14,2021-06-02
14K297,P.S. 297 ABRAHAM STOCKTON,89.05,87.61,90.9,BROOKLYN,14,2021-06-02
14K318,I.S. 318 EUGENIO MARIA DE HOSTOS,90.26,89.84,91.31,BROOKLYN,14,2021-06-02
30Q398,THE HECTOR FIGUEROA SCHOOL,96.68,96.72,96.66,QUEENS,30,2021-06-02
30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,83.03,84.86,76.02,QUEENS,30,2021-06-02
30Q450,LONG ISLAND CITY HIGH SCHOOL,INC,,,QUEENS,30,2021-06-02
30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,79.79,79.79,,QUEENS,30,2021-06-02
30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,77.03,84.11,51.25,QUEENS,30,2021-06-02
30Q555,NEWCOMERS HIGH SCHOOL,72.77,70.28,85.0,QUEENS,30,2021-06-02
30Q575,ACADEMY OF AMERICAN STUDIES,86.46,86.66,83.56,QUEENS,30,2021-06-02
30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,86.95,86.95,,QUEENS,30,2021-06-02
31R001,P.S. 001 TOTTENVILLE,93.02,95.29,92.38,STATEN ISLAND,31,2021-06-02
31R002,I.S. R002 GEORGE L. EGBERT,93.47,94.67,91.25,STATEN ISLAND,31,2021-06-02
31R003,P.S. 003 THE MARGARET GIOIOSA SCHOOL,95.57,95.39,95.63,STATEN ISLAND,31,2021-06-02
31R004,P.S. 004 MAURICE WOLLIN,94.25,94.44,94.13,STATEN ISLAND,31,2021-06-02
31R005,P.S. 005 HUGUENOT,97.14,92.3,97.92,STATEN ISLAND,31,2021-06-02
31R006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,94.16,96.06,93.45,STATEN ISLAND,31,2021-06-02
31R007,I.S. 007 ELIAS BERNSTEIN,91.72,91.21,92.75,STATEN ISLAND,31,2021-06-02
31R008,P.S. 8 SHIRLEE SOLOMON,97.99,99.31,96.47,STATEN ISLAND,31,2021-06-02
31R009,NAPLES STREET ELEMENTARY SCHOOL,96.62,93.4,98.04,STATEN ISLAND,31,2021-06-02
31R010,FORT HILL COLLABORATIVE ELEMENTARY SCHOOL,88.46,83.96,96.1,STATEN ISLAND,31,2021-06-02
31R011,P.S. 11 THOMAS DONGAN SCHOOL,88.78,89.07,88.37,STATEN ISLAND,31,2021-06-02
31R013,P.S. 013 M. L. LINDEMEYER,93.09,93.09,,STATEN ISLAND,31,2021-06-02
31R016,P.S. 016 JOHN J. DRISCOLL,89.37,88.54,90.04,STATEN ISLAND,31,2021-06-02
31R018,P.S. 018 JOHN G. WHITTIER,90.02,83.41,95.76,STATEN ISLAND,31,2021-06-02
31R019,P.S. 019 THE CURTIS SCHOOL,94.48,95.22,93.7,STATEN ISLAND,31,2021-06-02
31R020,P.S. 020 PORT RICHMOND,85.19,81.61,89.41,STATEN ISLAND,31,2021-06-02
31R021,P.S. 21 MARGARET EMERY ELM PARK,83.58,79.02,88.64,STATEN ISLAND,31,2021-06-02
31R022,P.S. 022 GRANITEVILLE,88.97,87.58,90.51,STATEN ISLAND,31,2021-06-02
31R023,P.S. 023 RICHMONDTOWN,97.34,97.07,97.45,STATEN ISLAND,31,2021-06-02
31R024,I.S. 024 MYRA S. BARNES,92.52,91.95,94.48,STATEN ISLAND,31,2021-06-02
31R026,P.S. 026 THE CARTERET SCHOOL,100,100.0,100.0,STATEN ISLAND,31,2021-06-02
31R027,I.S. 027 ANNING S. PRALL,82.48,82.48,,STATEN ISLAND,31,2021-06-02
31R028,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,84.91,82.7,90.09,STATEN ISLAND,31,2021-06-02
31R029,P.S. 029 BARDWELL,94.31,92.41,95.91,STATEN ISLAND,31,2021-06-02
31R030,P.S. 030 WESTERLEIGH,94.95,95.98,92.6,STATEN ISLAND,31,2021-06-02
31R031,P.S. 031 WILLIAM T. DAVIS,69.72,69.64,100.0,STATEN ISLAND,31,2021-06-02
31R032,P.S. 032 THE GIFFORD SCHOOL,95.74,93.84,97.21,STATEN ISLAND,31,2021-06-02
31R034,I.S. 034 TOTTENVILLE,91.84,95.22,81.74,STATEN ISLAND,31,2021-06-02
31R035,P.S. 35 THE CLOVE VALLEY SCHOOL,97.84,97.87,97.61,STATEN ISLAND,31,2021-06-02
31R036,P.S. 036 J. C. DRUMGOOLE,94.2,94.75,93.9,STATEN ISLAND,31,2021-06-02
31R038,P.S. 038 GEORGE CROMWELL,100,100.0,,STATEN ISLAND,31,2021-06-02
31R039,P.S. 39 FRANCIS J. MURPHY JR.,92.07,88.25,96.49,STATEN ISLAND,31,2021-06-02
31R041,THE STEPHANIE A. VIERNO SCHOOL,93.53,91.71,95.7,STATEN ISLAND,31,2021-06-02
31R042,P.S. 042 ELTINGVILLE,94.08,90.47,95.67,STATEN ISLAND,31,2021-06-02
31R044,P.S. 044 THOMAS C. BROWN,87.67,84.48,91.55,STATEN ISLAND,31,2021-06-02
31R045,P.S. 045 JOHN TYLER,91.45,89.18,93.63,STATEN ISLAND,31,2021-06-02
31R046,P.S. 046 ALBERT V. MANISCALCO,91.48,85.0,96.29,STATEN ISLAND,31,2021-06-02
31R047,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,91.86,91.47,100.0,STATEN ISLAND,31,2021-06-02
31R048,P.S. 048 WILLIAM G. WILCOX,100,100.0,100.0,STATEN ISLAND,31,2021-06-02
31R049,I.S. 49 BERTA A. DREYFUS,75.51,74.03,80.71,STATEN ISLAND,31,2021-06-02
31R050,P.S. 050 FRANK HANKINSON,95.22,94.73,95.51,STATEN ISLAND,31,2021-06-02
31R051,I.S. 051 EDWIN MARKHAM,71.17,56.72,89.83,STATEN ISLAND,31,2021-06-02
31R052,P.S. 052 JOHN C. THOMPSON,94.88,97.34,92.87,STATEN ISLAND,31,2021-06-02
31R053,THE BARBARA ESSELBORN SCHOOL,94.16,97.99,91.22,STATEN ISLAND,31,2021-06-02
31R054,P.S. 054 CHARLES W. LENG,95.4,96.37,94.3,STATEN ISLAND,31,2021-06-02
31R055,P.S. 055 HENRY M. BOEHM,94.18,94.33,94.11,STATEN ISLAND,31,2021-06-02
31R056,P.S. 56 THE LOUIS DESARIO SCHOOL,100,100.0,100.0,STATEN ISLAND,31,2021-06-02
31R057,P.S. 057 HUBERT H. HUMPHREY,85.59,85.76,85.41,STATEN ISLAND,31,2021-06-02
31R058,SPACE SHUTTLE COLUMBIA SCHOOL,94.26,95.34,91.12,STATEN ISLAND,31,2021-06-02
31R059,THE HARBOR VIEW SCHOOL,88.81,83.21,93.41,STATEN ISLAND,31,2021-06-02
31R060,P.S. 060 ALICE AUSTEN,87.1,84.53,92.12,STATEN ISLAND,31,2021-06-02
31R061,I.S. 061 WILLIAM A MORRIS,62.62,57.39,76.44,STATEN ISLAND,31,2021-06-02
31R062,THE KATHLEEN GRIMM SCHOOL FOR LEADERSHIP AND SUSTA,85.58,74.86,93.82,STATEN ISLAND,31,2021-06-02
31R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,79.95,79.95,,STATEN ISLAND,31,2021-06-02
31R064,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,70.09,63.12,100.0,STATEN ISLAND,31,2021-06-02
