DBN,School Name,Year,Total Enrollment,Grade 3K+PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multi-Racial,% Multi-Racial,# Native American,% Native American,# White,% White,# Missing Race/Ethnicity Data,% Missing Race/Ethnicity Data,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
23K599,Brooklyn Landmark Elementary School,2016-17,311,31,48,48,51,38,47,48,0,0,0,0,0,0,0,161,51.8%,150,48.2%,6,1.9%,224,72.0%,74,23.8%,2,0.6%,2,0.6%,3,1.0%,0,0.0%,71,22.8%,12,3.9%,267,85.9%,82.1%
23K599,Brooklyn Landmark Elementary School,2017-18,325,31,57,44,43,61,44,45,0,0,0,0,0,0,0,155,47.7%,170,52.3%,7,2.2%,235,72.3%,74,22.8%,1,0.3%,2,0.6%,6,1.8%,0,0.0%,60,18.5%,10,3.1%,246,75.7%,80.9%
23K599,Brooklyn Landmark Elementary School,2018-19,386,45,64,57,47,63,65,45,0,0,0,0,0,0,0,187,48.4%,199,51.6%,9,2.3%,289,74.9%,83,21.5%,0,0.0%,2,0.5%,3,0.8%,0,0.0%,74,19.2%,11,2.8%,297,76.9%,80.9%
23K599,Brooklyn Landmark Elementary School,2019-20,411,51,62,59,57,58,65,59,0,0,0,0,0,0,0,205,49.9%,206,50.1%,13,3.2%,300,73.0%,87,21.2%,4,1.0%,3,0.7%,4,1.0%,0,0.0%,82,20.0%,15,3.6%,317,77.1%,81.8%
23K599,Brooklyn Landmark Elementary School,2020-21,413,45,68,57,57,60,61,65,0,0,0,0,0,0,0,206,49.9%,207,50.1%,14,3.4%,309,74.8%,77,18.6%,7,1.7%,2,0.5%,3,0.7%,1,0.2%,80,19.4%,18,4.4%,312,75.5%,78.6%
23K643,Brooklyn Democracy Academy,2016-17,208,0,0,0,0,0,0,0,0,0,0,35,43,43,87,83,39.9%,125,60.1%,2,1.0%,167,80.3%,33,15.9%,0,0.0%,5,2.4%,1,0.5%,0,0.0%,47,22.6%,8,3.8%,143,68.8%,73.1%
23K643,Brooklyn Democracy Academy,2017-18,230,0,0,0,0,0,0,0,0,0,0,45,61,41,83,98,42.6%,132,57.4%,3,1.3%,185,80.4%,37,16.1%,0,0.0%,3,1.3%,2,0.9%,0,0.0%,61,26.5%,6,2.6%,195,84.8%,85.0%
23K643,Brooklyn Democracy Academy,2018-19,217,0,0,0,0,0,0,0,0,0,0,38,61,48,70,91,41.9%,126,58.1%,2,0.9%,172,79.3%,36,16.6%,0,0.0%,5,2.3%,2,0.9%,0,0.0%,59,27.2%,8,3.7%,176,81.1%,82.8%
23K643,Brooklyn Democracy Academy,2019-20,196,0,0,0,0,0,0,0,0,0,0,25,39,53,79,79,40.3%,117,59.7%,3,1.5%,156,79.6%,33,16.8%,0,0.0%,4,2.0%,0,0.0%,0,0.0%,60,30.6%,8,4.1%,164,83.7%,86.5%
23K643,Brooklyn Democracy Academy,2020-21,147,0,0,0,0,0,0,0,0,0,0,17,29,41,60,46,31.3%,101,68.7%,2,1.4%,116,78.9%,24,16.3%,0,0.0%,4,2.7%,1,0.7%,0,0.0%,50,34.0%,4,2.7%,130,88.4%,85.9%
23K644,Eagle Academy for Young Men II,2016-17,626,0,0,0,0,0,0,0,100,85,86,96,95,89,75,0,0.0%,626,100.0%,3,0.5%,562,89.8%,45,7.2%,1,0.2%,3,0.5%,6,1.0%,6,1.0%,160,25.6%,4,0.6%,492,78.6%,66.7%
23K644,Eagle Academy for Young Men II,2017-18,647,0,0,0,0,0,0,0,98,101,85,95,95,88,85,0,0.0%,647,100.0%,4,0.6%,574,88.7%,54,8.3%,0,0.0%,6,0.9%,4,0.6%,5,0.8%,166,25.7%,4,0.6%,532,82.2%,74.6%
23K644,Eagle Academy for Young Men II,2018-19,651,0,0,0,0,0,0,0,94,98,100,100,89,91,79,0,0.0%,651,100.0%,4,0.6%,579,88.9%,55,8.4%,0,0.0%,6,0.9%,2,0.3%,5,0.8%,180,27.6%,3,0.5%,523,80.3%,73.8%
23K644,Eagle Academy for Young Men II,2019-20,635,0,0,0,0,0,0,0,84,97,96,97,85,79,97,0,0.0%,635,100.0%,2,0.3%,560,88.2%,61,9.6%,1,0.2%,5,0.8%,3,0.5%,3,0.5%,188,29.6%,3,0.5%,505,79.5%,76.8%
23K644,Eagle Academy for Young Men II,2020-21,620,0,0,0,0,0,0,0,63,80,98,110,96,88,85,0,0.0%,620,100.0%,2,0.3%,537,86.6%,67,10.8%,1,0.2%,6,1.0%,5,0.8%,2,0.3%,195,31.5%,4,0.6%,474,76.5%,75.4%
23K647,Metropolitan Diploma Plus High School,2016-17,211,0,0,0,0,0,0,0,0,0,0,43,83,45,40,108,51.2%,103,48.8%,0,0.0%,179,84.8%,26,12.3%,2,0.9%,3,1.4%,1,0.5%,0,0.0%,53,25.1%,2,0.9%,193,91.5%,75.1%
23K647,Metropolitan Diploma Plus High School,2017-18,217,0,0,0,0,0,0,0,0,0,0,45,74,57,41,100,46.1%,117,53.9%,1,0.5%,188,86.6%,24,11.1%,1,0.5%,2,0.9%,1,0.5%,0,0.0%,69,31.8%,4,1.8%,202,93.1%,86.9%
23K647,Metropolitan Diploma Plus High School,2018-19,227,0,0,0,0,0,0,0,0,0,0,74,61,46,46,109,48.0%,118,52.0%,1,0.4%,179,78.9%,40,17.6%,2,0.9%,2,0.9%,3,1.3%,0,0.0%,87,38.3%,7,3.1%,212,93.4%,87.2%
23K647,Metropolitan Diploma Plus High School,2019-20,191,0,0,0,0,0,0,0,0,0,0,63,46,42,40,76,39.8%,115,60.2%,3,1.6%,154,80.6%,27,14.1%,2,1.0%,2,1.0%,3,1.6%,0,0.0%,69,36.1%,11,5.8%,176,92.1%,89.7%
23K647,Metropolitan Diploma Plus High School,2020-21,209,0,0,0,0,0,0,0,0,0,0,55,51,61,42,88,42.1%,121,57.9%,2,1.0%,157,75.1%,43,20.6%,2,1.0%,2,1.0%,3,1.4%,0,0.0%,75,35.9%,12,5.7%,189,90.4%,90.7%
23K664,Brooklyn Environmental Exploration School (BEES),2016-17,89,0,0,0,0,0,0,0,21,26,42,0,0,0,0,47,52.8%,42,47.2%,0,0.0%,72,80.9%,13,14.6%,0,0.0%,0,0.0%,4,4.5%,0,0.0%,23,25.8%,1,1.1%,84,94.4%,88.0%
23K664,Brooklyn Environmental Exploration School (BEES),2017-18,95,0,0,0,0,0,0,0,33,27,35,0,0,0,0,54,56.8%,41,43.2%,0,0.0%,70,73.7%,18,18.9%,1,1.1%,1,1.1%,5,5.3%,0,0.0%,39,41.1%,6,6.3%,Above 95%,Above 95%,92.4%
23K664,Brooklyn Environmental Exploration School (BEES),2018-19,102,0,0,0,0,0,0,0,34,36,32,0,0,0,0,55,53.9%,47,46.1%,1,1.0%,73,71.6%,24,23.5%,1,1.0%,0,0.0%,3,2.9%,0,0.0%,40,39.2%,8,7.8%,94,92.2%,92.2%
23K664,Brooklyn Environmental Exploration School (BEES),2019-20,179,0,0,0,0,0,0,0,53,62,64,0,0,0,0,84,46.9%,95,53.1%,0,0.0%,131,73.2%,41,22.9%,1,0.6%,5,2.8%,1,0.6%,0,0.0%,77,43.0%,10,5.6%,162,90.5%,91.0%
23K664,Brooklyn Environmental Exploration School (BEES),2020-21,172,0,0,0,0,0,0,0,59,52,61,0,0,0,0,81,47.1%,91,52.9%,1,0.6%,128,74.4%,35,20.3%,3,1.7%,5,2.9%,0,0.0%,0,0.0%,66,38.4%,6,3.5%,Above 95%,Above 95%,91.1%
23K668,Riverdale Avenue Middle School,2016-17,115,0,0,0,0,0,0,0,37,45,33,0,0,0,0,51,44.3%,64,55.7%,3,2.6%,96,83.5%,11,9.6%,1,0.9%,2,1.7%,2,1.7%,0,0.0%,31,27.0%,13,11.3%,102,88.7%,81.0%
23K668,Riverdale Avenue Middle School,2017-18,127,0,0,0,0,0,0,0,43,38,46,0,0,0,0,54,42.5%,73,57.5%,5,3.9%,94,74.0%,23,18.1%,1,0.8%,2,1.6%,2,1.6%,0,0.0%,50,39.4%,16,12.6%,Above 95%,Above 95%,89.4%
23K668,Riverdale Avenue Middle School,2018-19,134,0,0,0,0,0,0,0,46,48,40,0,0,0,0,58,43.3%,76,56.7%,5,3.7%,97,72.4%,25,18.7%,2,1.5%,4,3.0%,1,0.7%,0,0.0%,45,33.6%,11,8.2%,Above 95%,Above 95%,92.7%
23K668,Riverdale Avenue Middle School,2019-20,142,0,0,0,0,0,0,0,46,49,47,0,0,0,0,71,50.0%,71,50.0%,4,2.8%,99,69.7%,31,21.8%,0,0.0%,5,3.5%,3,2.1%,0,0.0%,48,33.8%,12,8.5%,Above 95%,Above 95%,Above 95%
23K668,Riverdale Avenue Middle School,2020-21,126,0,0,0,0,0,0,0,35,46,45,0,0,0,0,65,51.6%,61,48.4%,4,3.2%,84,66.7%,33,26.2%,0,0.0%,3,2.4%,2,1.6%,0,0.0%,42,33.3%,10,7.9%,Above 95%,Above 95%,94.3%
23K671,Mott Hall Bridges Academy,2016-17,198,0,0,0,0,0,0,0,62,73,63,0,0,0,0,102,51.5%,96,48.5%,3,1.5%,164,82.8%,30,15.2%,0,0.0%,0,0.0%,1,0.5%,0,0.0%,49,24.7%,2,1.0%,180,90.9%,80.0%
23K671,Mott Hall Bridges Academy,2017-18,199,0,0,0,0,0,0,0,65,65,69,0,0,0,0,94,47.2%,105,52.8%,2,1.0%,165,82.9%,31,15.6%,0,0.0%,0,0.0%,1,0.5%,0,0.0%,52,26.1%,0,0.0%,Above 95%,Above 95%,91.5%
23K671,Mott Hall Bridges Academy,2018-19,199,0,0,0,0,0,0,0,78,67,54,0,0,0,0,100,50.3%,99,49.7%,2,1.0%,165,82.9%,29,14.6%,0,0.0%,1,0.5%,2,1.0%,0,0.0%,63,31.7%,3,1.5%,184,92.5%,92.2%
23K671,Mott Hall Bridges Academy,2019-20,203,0,0,0,0,0,0,0,72,73,58,0,0,0,0,103,50.7%,100,49.3%,1,0.5%,164,80.8%,36,17.7%,0,0.0%,1,0.5%,1,0.5%,0,0.0%,60,29.6%,2,1.0%,Above 95%,Above 95%,92.8%
23K671,Mott Hall Bridges Academy,2020-21,204,0,0,0,0,0,0,0,67,72,65,0,0,0,0,107,52.5%,97,47.5%,0,0.0%,152,74.5%,47,23.0%,0,0.0%,3,1.5%,2,1.0%,0,0.0%,67,32.8%,6,2.9%,Above 95%,Above 95%,91.8%
23K697,Teachers Preparatory High School,2016-17,310,0,0,0,0,0,0,0,22,30,20,53,65,63,57,176,56.8%,134,43.2%,5,1.6%,242,78.1%,52,16.8%,0,0.0%,2,0.6%,8,2.6%,1,0.3%,99,31.9%,13,4.2%,255,82.3%,75.0%
23K697,Teachers Preparatory High School,2017-18,250,0,0,0,0,0,0,0,0,21,29,40,46,52,62,137,54.8%,113,45.2%,5,2.0%,189,75.6%,44,17.6%,0,0.0%,2,0.8%,10,4.0%,0,0.0%,89,35.6%,17,6.8%,224,89.6%,88.5%
23K697,Teachers Preparatory High School,2018-19,205,0,0,0,0,0,0,0,0,0,16,40,38,51,60,101,49.3%,104,50.7%,4,2.0%,161,78.5%,32,15.6%,0,0.0%,1,0.5%,7,3.4%,0,0.0%,82,40.0%,19,9.3%,191,93.2%,89.6%
23K697,Teachers Preparatory High School,2019-20,163,0,0,0,0,0,0,0,0,0,0,35,38,42,48,69,42.3%,94,57.7%,7,4.3%,120,73.6%,28,17.2%,0,0.0%,1,0.6%,7,4.3%,0,0.0%,71,43.6%,18,11.0%,151,92.6%,Above 95%
23K697,Teachers Preparatory High School,2020-21,158,0,0,0,0,0,0,0,0,0,0,29,33,46,50,65,41.1%,93,58.9%,9,5.7%,110,69.6%,33,20.9%,0,0.0%,0,0.0%,5,3.2%,1,0.6%,70,44.3%,18,11.4%,Above 95%,Above 95%,Above 95%
24Q005,I.S. 5 - The Walter Crowley Intermediate School,2016-17,1836,0,0,0,0,0,0,0,608,627,601,0,0,0,0,894,48.7%,942,51.3%,816,44.4%,25,1.4%,940,51.2%,5,0.3%,7,0.4%,42,2.3%,1,0.1%,294,16.0%,297,16.2%,"1,068",58.2%,57.0%
24Q005,I.S. 5 - The Walter Crowley Intermediate School,2017-18,1798,0,0,0,0,0,0,0,554,614,630,0,0,0,0,879,48.9%,919,51.1%,785,43.7%,28,1.6%,929,51.7%,6,0.3%,11,0.6%,39,2.2%,0,0.0%,302,16.8%,298,16.6%,"1,445",80.4%,78.0%
24Q005,I.S. 5 - The Walter Crowley Intermediate School,2018-19,1788,0,0,0,0,0,0,0,611,571,606,0,0,0,0,833,46.6%,955,53.4%,718,40.2%,32,1.8%,989,55.3%,3,0.2%,15,0.8%,31,1.7%,0,0.0%,347,19.4%,320,17.9%,"1,382",77.3%,78.1%
24Q005,I.S. 5 - The Walter Crowley Intermediate School,2019-20,1755,0,0,0,0,0,0,0,570,605,580,0,0,0,0,818,46.6%,937,53.4%,686,39.1%,28,1.6%,992,56.5%,0,0.0%,10,0.6%,39,2.2%,0,0.0%,334,19.0%,314,17.9%,"1,399",79.7%,80.0%
24Q005,I.S. 5 - The Walter Crowley Intermediate School,2020-21,1644,0,0,0,0,0,0,0,496,553,595,0,0,0,0,780,47.4%,864,52.6%,620,37.7%,29,1.8%,949,57.7%,1,0.1%,7,0.4%,37,2.3%,1,0.1%,312,19.0%,347,21.1%,"1,278",77.7%,78.5%
24Q007,P.S. 007 Louis F. Simeone,2016-17,1042,57,244,250,247,244,0,0,0,0,0,0,0,0,0,507,48.7%,535,51.3%,644,61.8%,1,0.1%,367,35.2%,3,0.3%,1,0.1%,26,2.5%,0,0.0%,111,10.7%,579,55.6%,904,86.8%,51.4%
24Q007,P.S. 007 Louis F. Simeone,2017-18,993,51,251,229,238,224,0,0,0,0,0,0,0,0,0,479,48.2%,514,51.8%,611,61.5%,4,0.4%,342,34.4%,2,0.2%,2,0.2%,32,3.2%,0,0.0%,112,11.3%,471,47.4%,885,89.1%,78.0%
24Q007,P.S. 007 Louis F. Simeone,2018-19,1375,47,217,232,218,222,218,221,0,0,0,0,0,0,0,656,47.7%,719,52.3%,835,60.7%,4,0.3%,482,35.1%,5,0.4%,3,0.2%,46,3.3%,0,0.0%,180,13.1%,540,39.3%,"1,151",83.7%,78.3%
24Q007,P.S. 007 Louis F. Simeone,2019-20,1342,51,223,204,227,208,220,209,0,0,0,0,0,0,0,654,48.7%,688,51.3%,839,62.5%,8,0.6%,435,32.4%,4,0.3%,9,0.7%,47,3.5%,0,0.0%,184,13.7%,513,38.2%,"1,129",84.1%,78.4%
24Q007,P.S. 007 Louis F. Simeone,2020-21,1263,52,212,209,187,219,194,190,0,0,0,0,0,0,0,612,48.5%,651,51.5%,782,61.9%,5,0.4%,408,32.3%,8,0.6%,12,1.0%,48,3.8%,0,0.0%,174,13.8%,467,37.0%,"1,103",87.3%,75.2%
24Q012,P.S. 012 James B. Colgate,2016-17,1248,0,207,201,212,194,226,208,0,0,0,0,0,0,0,615,49.3%,633,50.7%,692,55.4%,2,0.2%,501,40.1%,1,0.1%,13,1.0%,39,3.1%,0,0.0%,179,14.3%,385,30.8%,"1,090",87.3%,52.6%
24Q012,P.S. 012 James B. Colgate,2017-18,1219,0,203,213,196,207,185,215,0,0,0,0,0,0,0,594,48.7%,625,51.3%,681,55.9%,7,0.6%,486,39.9%,1,0.1%,8,0.7%,36,3.0%,0,0.0%,183,15.0%,357,29.3%,"1,088",89.3%,75.9%
24Q012,P.S. 012 James B. Colgate,2018-19,1157,0,195,188,187,191,210,186,0,0,0,0,0,0,0,545,47.1%,612,52.9%,637,55.1%,1,0.1%,471,40.7%,5,0.4%,6,0.5%,37,3.2%,0,0.0%,181,15.6%,350,30.3%,"1,007",87.0%,75.8%
24Q012,P.S. 012 James B. Colgate,2019-20,1125,0,185,188,176,186,192,198,0,0,0,0,0,0,0,527,46.8%,598,53.2%,608,54.0%,3,0.3%,459,40.8%,8,0.7%,10,0.9%,37,3.3%,0,0.0%,176,15.6%,364,32.4%,979,87.0%,78.7%
24Q012,P.S. 012 James B. Colgate,2020-21,1065,0,185,169,175,175,178,183,0,0,0,0,0,0,0,506,47.5%,559,52.5%,569,53.4%,2,0.2%,435,40.8%,12,1.1%,11,1.0%,36,3.4%,0,0.0%,167,15.7%,416,39.1%,949,89.1%,76.1%
24Q013,P.S. 013 Clement C. Moore,2016-17,1606,0,257,260,288,287,284,230,0,0,0,0,0,0,0,796,49.6%,810,50.4%,501,31.2%,140,8.7%,889,55.4%,7,0.4%,9,0.6%,60,3.7%,0,0.0%,217,13.5%,544,33.9%,867,54.0%,58.3%
24Q013,P.S. 013 Clement C. Moore,2017-18,1597,0,259,254,255,285,287,257,0,0,0,0,0,0,0,794,49.7%,803,50.3%,497,31.1%,144,9.0%,872,54.6%,10,0.6%,9,0.6%,65,4.1%,0,0.0%,224,14.0%,499,31.2%,"1,193",74.7%,77.6%
24Q013,P.S. 013 Clement C. Moore,2018-19,1515,0,230,237,254,258,281,255,0,0,0,0,0,0,0,756,49.9%,759,50.1%,451,29.8%,125,8.3%,848,56.0%,12,0.8%,13,0.9%,66,4.4%,0,0.0%,220,14.5%,449,29.6%,"1,134",74.9%,78.4%
24Q013,P.S. 013 Clement C. Moore,2019-20,1391,0,220,222,225,247,245,232,0,0,0,0,0,0,0,718,51.6%,673,48.4%,411,29.5%,111,8.0%,784,56.4%,9,0.6%,8,0.6%,68,4.9%,0,0.0%,207,14.9%,386,27.7%,"1,081",77.7%,80.4%
24Q013,P.S. 013 Clement C. Moore,2020-21,1249,0,197,189,207,221,228,207,0,0,0,0,0,0,0,644,51.6%,605,48.4%,366,29.3%,103,8.2%,701,56.1%,9,0.7%,12,1.0%,58,4.6%,0,0.0%,194,15.5%,351,28.1%,959,76.8%,79.5%
24Q014,P.S. 014 Fairview,2016-17,1784,0,237,284,273,349,314,327,0,0,0,0,0,0,0,874,49.0%,910,51.0%,131,7.3%,52,2.9%,"1,564",87.7%,2,0.1%,8,0.4%,27,1.5%,0,0.0%,300,16.8%,519,29.1%,"1,175",65.9%,72.7%
24Q014,P.S. 014 Fairview,2017-18,1691,0,243,250,273,291,357,277,0,0,0,0,0,0,0,846,50.0%,845,50.0%,116,6.9%,40,2.4%,"1,490",88.1%,3,0.2%,9,0.5%,33,2.0%,0,0.0%,299,17.7%,526,31.1%,"1,451",85.8%,89.3%
24Q014,P.S. 014 Fairview,2018-19,1574,0,189,216,248,310,287,324,0,0,0,0,0,0,0,807,51.3%,767,48.7%,91,5.8%,35,2.2%,"1,411",89.6%,6,0.4%,4,0.3%,27,1.7%,0,0.0%,298,18.9%,539,34.2%,"1,324",84.1%,87.5%
24Q014,P.S. 014 Fairview,2019-20,1390,0,155,189,223,266,303,254,0,0,0,0,0,0,0,719,51.7%,671,48.3%,69,5.0%,24,1.7%,"1,267",91.2%,6,0.4%,3,0.2%,21,1.5%,0,0.0%,275,19.8%,524,37.7%,"1,167",84.0%,86.7%
24Q014,P.S. 014 Fairview,2020-21,1288,0,181,148,186,249,259,265,0,0,0,0,0,0,0,663,51.5%,625,48.5%,57,4.4%,17,1.3%,"1,177",91.4%,5,0.4%,5,0.4%,27,2.1%,0,0.0%,239,18.6%,560,43.5%,"1,062",82.5%,86.4%
24Q016,P.S. Q016 The Nancy DeBenedittis School,2016-17,1660,0,204,239,223,335,336,323,0,0,0,0,0,0,0,796,48.0%,864,52.0%,130,7.8%,3,0.2%,"1,503",90.5%,1,0.1%,6,0.4%,17,1.0%,0,0.0%,324,19.5%,782,47.1%,"1,095",66.0%,71.7%
24Q016,P.S. Q016 The Nancy DeBenedittis School,2017-18,1574,0,182,208,238,316,322,308,0,0,0,0,0,0,0,772,49.0%,802,51.0%,116,7.4%,2,0.1%,"1,431",90.9%,1,0.1%,7,0.4%,17,1.1%,0,0.0%,311,19.8%,734,46.6%,"1,390",88.3%,90.6%
24Q016,P.S. Q016 The Nancy DeBenedittis School,2018-19,1509,0,163,182,218,345,309,292,0,0,0,0,0,0,0,742,49.2%,767,50.8%,112,7.4%,1,0.1%,"1,369",90.7%,0,0.0%,6,0.4%,21,1.4%,0,0.0%,291,19.3%,680,45.1%,"1,315",87.1%,89.9%
24Q016,P.S. Q016 The Nancy DeBenedittis School,2019-20,1410,0,161,168,186,294,341,260,0,0,0,0,0,0,0,715,50.7%,695,49.3%,92,6.5%,0,0.0%,"1,290",91.5%,1,0.1%,6,0.4%,21,1.5%,0,0.0%,250,17.7%,619,43.9%,"1,257",89.1%,90.7%
24Q016,P.S. Q016 The Nancy DeBenedittis School,2020-21,1300,0,158,156,165,235,276,310,0,0,0,0,0,0,0,641,49.3%,659,50.7%,76,5.8%,1,0.1%,"1,202",92.5%,1,0.1%,3,0.2%,17,1.3%,0,0.0%,225,17.3%,608,46.8%,"1,158",89.1%,89.8%
24Q019,P.S. 019 Marino Jeantet,2016-17,1950,0,344,337,329,330,312,298,0,0,0,0,0,0,0,967,49.6%,983,50.4%,121,6.2%,13,0.7%,"1,803",92.5%,1,0.1%,4,0.2%,8,0.4%,0,0.0%,444,22.8%,"1,168",59.9%,"1,616",82.9%,76.1%
24Q019,P.S. 019 Marino Jeantet,2017-18,1891,0,314,331,308,324,330,284,0,0,0,0,0,0,0,933,49.3%,958,50.7%,104,5.5%,11,0.6%,"1,762",93.2%,2,0.1%,4,0.2%,8,0.4%,0,0.0%,419,22.2%,"1,081",57.2%,"1,741",92.1%,89.1%
24Q019,P.S. 019 Marino Jeantet,2018-19,1889,0,319,322,299,301,335,313,0,0,0,0,0,0,0,924,48.9%,965,51.1%,95,5.0%,8,0.4%,"1,767",93.5%,2,0.1%,4,0.2%,13,0.7%,0,0.0%,419,22.2%,"1,049",55.5%,"1,690",89.5%,87.2%
24Q019,P.S. 019 Marino Jeantet,2019-20,1846,72,261,322,304,289,297,301,0,0,0,0,0,0,0,907,49.1%,939,50.9%,94,5.1%,4,0.2%,"1,735",94.0%,1,0.1%,0,0.0%,12,0.7%,0,0.0%,392,21.2%,964,52.2%,"1,659",89.9%,88.8%
24Q019,P.S. 019 Marino Jeantet,2020-21,1710,72,250,244,312,295,268,269,0,0,0,0,0,0,0,855,50.0%,855,50.0%,69,4.0%,1,0.1%,"1,630",95.3%,1,0.1%,1,0.1%,8,0.5%,0,0.0%,379,22.2%,943,55.1%,"1,516",88.7%,87.1%
24Q028,P.S. 28 - The Thomas Emanuel Early Childhood Cente,2016-17,527,12,175,182,158,0,0,0,0,0,0,0,0,0,0,288,54.6%,239,45.4%,50,9.5%,0,0.0%,472,89.6%,2,0.4%,1,0.2%,2,0.4%,0,0.0%,118,22.4%,342,64.9%,362,68.7%,72.4%
24Q028,P.S. 28 - The Thomas Emanuel Early Childhood Cente,2017-18,507,14,162,165,166,0,0,0,0,0,0,0,0,0,0,269,53.1%,238,46.9%,35,6.9%,0,0.0%,465,91.7%,2,0.4%,1,0.2%,4,0.8%,0,0.0%,116,22.9%,328,64.7%,427,84.2%,85.8%
24Q028,P.S. 28 - The Thomas Emanuel Early Childhood Cente,2018-19,473,11,158,152,152,0,0,0,0,0,0,0,0,0,0,256,54.1%,217,45.9%,30,6.3%,0,0.0%,439,92.8%,1,0.2%,1,0.2%,2,0.4%,0,0.0%,99,20.9%,300,63.4%,394,83.3%,85.7%
24Q028,P.S. 28 - The Thomas Emanuel Early Childhood Cente,2019-20,468,16,160,144,148,0,0,0,0,0,0,0,0,0,0,226,48.3%,242,51.7%,32,6.8%,0,0.0%,432,92.3%,1,0.2%,0,0.0%,3,0.6%,0,0.0%,101,21.6%,292,62.4%,390,83.3%,85.9%
24Q028,P.S. 28 - The Thomas Emanuel Early Childhood Cente,2020-21,430,12,133,152,133,0,0,0,0,0,0,0,0,0,0,211,49.1%,219,50.9%,27,6.3%,0,0.0%,400,93.0%,0,0.0%,0,0.0%,3,0.7%,0,0.0%,97,22.6%,267,62.1%,350,81.4%,83.4%
24Q049,P.S. 049 Dorothy Bonawit Kole,2016-17,1131,0,109,103,108,133,129,135,146,135,133,0,0,0,0,534,47.2%,597,52.8%,192,17.0%,5,0.4%,292,25.8%,5,0.4%,6,0.5%,631,55.8%,0,0.0%,182,16.1%,75,6.6%,525,46.4%,29.8%
24Q049,P.S. 049 Dorothy Bonawit Kole,2017-18,1160,0,126,123,113,117,136,132,138,142,133,0,0,0,0,579,49.9%,581,50.1%,216,18.6%,6,0.5%,278,24.0%,8,0.7%,7,0.6%,645,55.6%,0,0.0%,199,17.2%,75,6.5%,556,47.9%,38.5%
24Q049,P.S. 049 Dorothy Bonawit Kole,2018-19,1204,0,123,133,131,125,132,136,142,138,144,0,0,0,0,595,49.4%,609,50.6%,234,19.4%,13,1.1%,285,23.7%,11,0.9%,8,0.7%,651,54.1%,2,0.2%,199,16.5%,79,6.6%,621,51.6%,36.3%
24Q049,P.S. 049 Dorothy Bonawit Kole,2019-20,1195,0,117,121,129,130,127,126,170,139,136,0,0,0,0,603,50.5%,592,49.5%,227,19.0%,13,1.1%,308,25.8%,12,1.0%,8,0.7%,625,52.3%,2,0.2%,217,18.2%,91,7.6%,531,44.4%,39.7%
24Q049,P.S. 049 Dorothy Bonawit Kole,2020-21,1146,0,117,106,122,122,128,123,123,167,138,0,0,0,0,568,49.6%,578,50.4%,230,20.1%,14,1.2%,302,26.4%,12,1.0%,8,0.7%,578,50.4%,2,0.2%,206,18.0%,103,9.0%,492,42.9%,38.8%
24Q058,P.S. 58 - The School of Heroes,2016-17,1039,36,158,138,143,136,167,148,113,0,0,0,0,0,0,522,50.2%,517,49.8%,410,39.5%,11,1.1%,395,38.0%,5,0.5%,4,0.4%,214,20.6%,0,0.0%,194,18.7%,155,14.9%,805,77.5%,37.6%
24Q058,P.S. 58 - The School of Heroes,2017-18,1027,36,144,147,137,136,146,163,118,0,0,0,0,0,0,502,48.9%,525,51.1%,409,39.8%,9,0.9%,400,38.9%,6,0.6%,6,0.6%,197,19.2%,0,0.0%,178,17.3%,134,13.0%,792,77.1%,59.6%
24Q058,P.S. 58 - The School of Heroes,2018-19,1024,36,146,134,151,134,145,144,134,0,0,0,0,0,0,507,49.5%,517,50.5%,411,40.1%,6,0.6%,407,39.7%,10,1.0%,4,0.4%,186,18.2%,0,0.0%,158,15.4%,126,12.3%,756,73.8%,59.2%
24Q058,P.S. 58 - The School of Heroes,2019-20,969,36,123,130,139,154,140,141,106,0,0,0,0,0,0,469,48.4%,500,51.6%,385,39.7%,4,0.4%,390,40.2%,9,0.9%,3,0.3%,178,18.4%,0,0.0%,159,16.4%,101,10.4%,699,72.1%,59.1%
24Q058,P.S. 58 - The School of Heroes,2020-21,931,36,113,122,133,131,148,133,115,0,0,0,0,0,0,437,46.9%,494,53.1%,379,40.7%,5,0.5%,379,40.7%,9,1.0%,4,0.4%,155,16.6%,0,0.0%,153,16.4%,123,13.2%,664,71.3%,58.5%
24Q061,I.S. 061 Leonardo Da Vinci,2016-17,2175,0,0,0,0,0,0,0,746,686,743,0,0,0,0,"1,027",47.2%,"1,148",52.8%,138,6.3%,62,2.9%,"1,930",88.7%,2,0.1%,3,0.1%,40,1.8%,0,0.0%,412,18.9%,666,30.6%,Above 95%,Above 95%,70.0%
24Q061,I.S. 061 Leonardo Da Vinci,2017-18,2238,0,0,0,0,0,0,0,771,752,715,0,0,0,0,"1,030",46.0%,"1,208",54.0%,160,7.1%,61,2.7%,"1,968",87.9%,2,0.1%,6,0.3%,41,1.8%,0,0.0%,465,20.8%,704,31.5%,Above 95%,Above 95%,86.7%
