,School Campus,Intervention Type,Incident Location,Greater Than 21,Scanning Type,Scanning Incident,School Related,School Hours,Enforcment By,Restraints,Force,Type Of Force,Top Charge,SummonsCharge,Classification
1823,MARTIN VAN BUREN HS(QS),Mitigated,On-Site,No,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
1824,MARTIN VAN BUREN HS(QS),Mitigated,On-Site,No,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
1825,MARTIN VAN BUREN HS(QS),Mitigated,On-Site,No,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
1826,MARTIN VAN BUREN HS(QS),Mitigated,On-Site,No,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
1827,MARTIN VAN BUREN HS(QS),Summons,On-Site,No,Unannounced,Y,Y,Y,UTF,No Restraints,N,None,,POSS. OF KNIFE,M
1828,Maspeth HS(QN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1829,Maspeth HS(QN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1830,Maspeth HS(QN),Mitigated,On-Site,No,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
1831,Maspeth HS(QN),Mitigated,On-Site,No,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
1832,Maspeth HS(QN),Mitigated,On-Site,Yes,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1833,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL(BS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1834,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL(BS),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1835,METROPOLITAN CORPORATE ACADEMY HS(BN) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1836,METROPOLITAN CORPORATE ACADEMY HS(BN) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1837,Metropolitan Diploma Plus HS(BN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1838,Metropolitan Diploma Plus HS(BN),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1839,Metropolitan Diploma Plus HS(BN),Mitigated,On-Site,Yes,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1840,Metropolitan Diploma Plus HS(BN),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1841,Metropolitan Expeditionary Learning School(QN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,SSA,Velcro,N,None,,,
1842,Metropolitan Expeditionary Learning School(QN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1843,Metropolitan Expeditionary Learning School(QN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1844,MICHAEL J. PETRIDES HS(SI) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1845,MICHAEL J. PETRIDES HS(SI) ,Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
1846,MICHAEL J. PETRIDES HS(SI) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1847,MICHAEL J. PETRIDES HS(SI) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1848,MICHAEL J. PETRIDES HS(SI) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1849,MICHAEL J. PETRIDES HS(SI) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1850,MICHAEL J. PETRIDES HS(SI) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1851,MICHAEL J. PETRIDES HS(SI) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1852,MICHAEL J. PETRIDES HS(SI) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1853,MICHAEL J. PETRIDES HS(SI) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1854,MICHAEL J. PETRIDES HS(SI) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1855,MICHAEL J. PETRIDES HS(SI) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1856,MICHAEL J. PETRIDES HS(SI) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1857,MICHAEL J. PETRIDES HS(SI) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1858,MIDWOOD HS(BS),Arrested,Off-Site,No,Non-Scanning,N,Y,N,PATROL,Metal,N,None,ROBBERY,,F
1859,MIDWOOD HS(BS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1860,MIDWOOD HS(BS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1861,MIDWOOD HS(BS),Mitigated,Off-Site,No,Non-Scanning,N,N,Y,DOE,No Restraints,N,None,,,
1862,MIDWOOD HS(BS),Mitigated,Off-Site,No,Non-Scanning,N,N,Y,DOE,No Restraints,N,None,,,
1863,MIDWOOD HS(BS),Mitigated,On-Site,No,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
1864,MIDWOOD HS(BS),Mitigated,On-Site,No,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
1865,MILLENIUM ART ACADEMY(XE) ,Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
1866,MONROE ACADEMY FOR BUSINESS & LAW(XE) ,Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
1867,MONROE ACADEMY FOR BUSINESS & LAW(XE) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
1868,MONROE ACADEMY FOR BUSINESS & LAW(XE) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
1869,MONROE ACADEMY FOR BUSINESS & LAW(XE) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
1870,MORRIS ACADEMY FOR COLLABORATIVE STUDIES(XE),Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
1871,MORRIS ACADEMY FOR COLLABORATIVE STUDIES(XE),Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
1872,MORRIS ACADEMY FOR COLLABORATIVE STUDIES(XE),Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
1873,MORRIS HS(XE),Arrested,Off-Site,No,Full-Time,N,N,Y,DB,Metal,N,None,ROBBERY,,F
1874,MORRIS HS(XE),Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
1875,MORRIS HS(XE),Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
1876,MORRIS HS(XE),Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
1877,MORRIS HS(XE),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
1878,MORRIS HS(XE),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
1879,MOTT HALL BRONX HS(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1880,MOTT HALL BRONX HS(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1881,Mott Hall Community School(XE),Arrested,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,ASSAULT,,F
1882,MOTT HALL HS(MN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1883,MOTT HALL HS(MN),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1884,MOTT HALL HS(MN),Mitigated,On-Site,No,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
1885,Mott Hall IV(BN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1886,MOTT HALL V(XE) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1887,MOTT HAVEN VILLAGE PREPARATORY HS(XW) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1888,MOTT HAVEN VILLAGE PREPARATORY HS(XW) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1889,MOTT HAVEN VILLAGE PREPARATORY HS(XW) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1890,MS 101(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1891,MS 118(BX),Arrested,On-Site,No,Non-Scanning,N,Y,N,PATROL,Metal,N,None,BURGLARY,,F
1892,MS 118(BX),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1893,MS 118(BX),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1894,MS 118(BX),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,Y,Physical Force,,,
1895,MS 118(BX),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
1896,MS 118(XW),Child in Crisis,On-Site,No,Random,N,Y,Y,,No Restraints,N,None,,,
1897,MS 127(XE),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1898,MS 127(XE),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1899,MS 127(XE),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
1900,MS 127(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1901,MS 127(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1902,MS 127(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1903,MS 131(MS),Juvenile Report,Off-Site,No,Non-Scanning,N,Y,N,PATROL,No Restraints,N,None,,,M
1904,MS 131(MS),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1905,MS 131(XE),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1906,MS 131(XE),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1907,MS 131(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1908,MS 131(XE),Mitigated,Off-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1909,MS 131(XE),Mitigated,Off-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1910,MS 131(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1911,MS 131(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1912,MS 135(XE),Mitigated,On-Site,No,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
1913,MS 137(QS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1914,MS 137(QS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1915,MS 137(QS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1916,MS 137(QS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1917,MS 137(QS),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,M
1918,MS 144(XE),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1919,MS 144(XE),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
1920,MS 144(XE),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
1921,MS 144(XE),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,Metal,N,None,,,V
1922,MS 144(XE),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
1923,MS 144(XE),Juvenile Report,On-Site,No,Random,N,Y,Y,PATROL,No Restraints,N,None,,,V
1924,MS 144(XE),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
1925,MS 144(XE),Mitigated,On-Site,No,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
1926,MS 144(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1927,MS 158(QN),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,,,M
1928,MS 158(QN),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
1929,MS 158(QN),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1930,MS 158(QN),Mitigated,On-Site,Yes,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1931,MS 172(QS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1932,MS 172(QS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1933,MS 172(QS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1934,MS 174(XE),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1935,MS 174(XE),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1936,MS 174(XE),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1937,MS 174(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1938,MS 174(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1939,MS 181(XE),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,SSA,Metal,N,None,,,
1940,MS 181(XE),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1941,MS 181(XE),Juvenile Report,On-Site,No,Unannounced,Y,Y,Y,SSA,No Restraints,N,None,,,M
1942,MS 181(XE),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,M
1943,MS 181(XE),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
1944,MS 181(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1945,MS 181(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1946,MS 181(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1947,MS 181(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1948,MS 2(BS),Arrested,On-Site,Yes,Non-Scanning,N,Y,Y,DB,Metal,N,None,OBSTRUCT BREATH,,M
1949,MS 2(BS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1950,MS 2(BS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1951,MS 2(BS),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,,,V
1952,MS 2(BS),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,,,V
1953,MS 2(BS),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1954,MS 2(BS),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,SSA,Metal,N,None,,,
1955,MS 2(BS),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1956,MS 2(BS),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1957,MS 201 SCHOOL OF THEATRE ARTS & RES(XE),Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
1958,MS 201 SCHOOL OF THEATRE ARTS & RES(XE),Mitigated,On-Site,No,Full-Time,N,Y,N,DOE,No Restraints,N,None,,,
1959,MS 203(XW),Arrested,Off-Site,No,Non-Scanning,N,N,N,DB,No Restraints,N,None,ROBBERY,,F
1960,MS 203(XW),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,SSA,Metal,Y,Physical Force,,,
1961,MS 203(XW),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1962,MS 203(XW),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
1963,MS 203(XW),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
1964,MS 203(XW),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
1965,MS 203(XW),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1966,MS 203(XW),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1967,MS 203(XW),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1968,MS 210(QS),Arrested,On-Site,No,Non-Scanning,N,Y,Y,DB,Metal,N,None,FAIL RESPOND-AT,,V
1969,MS 210(QS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1970,MS 210(QS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1971,MS 210(QS),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,,,M
1972,MS 210(QS),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1973,MS 210(QS),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1974,MS 216(QS),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1975,MS 246 Walt Whitman(BS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1976,MS 246 Walt Whitman(BS),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1977,MS 254(XW),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1978,MS 260M - Clinton School for Writers & Artist,Arrested,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,FORCIBLE TOUCH,,M
1979,MS 260M - Clinton School for Writers & Artist,Arrested,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,FORCIBLE TOUCH,,M
1980,MS 260M - Clinton School for Writers & Artist,Arrested,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,FORCIBLE TOUCH,,M
1981,MS 260M - Clinton School for Writers & Artist,Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,,,V
1982,MS 267 Math Science & Technology School(BN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1983,MS 297M@PS/IS 323M,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1984,MS 297M@PS/IS 323M,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1985,MS 297M@PS/IS 323M,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1986,MS 297M@PS/IS 323M,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1987,MS 301(XE),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1988,MS 301(XE),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1989,MS 301(XE),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1990,MS 301(XE),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,,M
1991,MS 302(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,SSA,Metal,N,None,,,
1992,MS 308(XW),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1993,MS 308(XW),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1994,MS 311Q-Corona Arts & Science Academy,Arrested,Off-Site,Yes,Non-Scanning,N,N,N,PATROL,Metal,N,None,ASSAULT,,F
1995,MS 311Q-Corona Arts & Science Academy,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1996,MS 311Q-Corona Arts & Science Academy,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1997,MS 311Q-Corona Arts & Science Academy,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
1998,MS 318(XW),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
1999,MS 328 Manhattan Middle School for Scientific Inquiry(MN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2000,MS 328 Manhattan Middle School for Scientific Inquiry(MN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2001,MS 328 Manhattan Middle School for Scientific Inquiry(MN),Mitigated,On-Site,Yes,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
2002,MS 390(BN),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,,V
2003,MS 390(BN),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,Metal,N,None,,,V
2004,MS 390(XW),Arrested,On-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,FORCIBLE TOUCH,,M
2005,MS 391(XW),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2006,MS 391(XW),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2007,MS 391(XW),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2008,MS 391(XW),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2009,MS 391(XW),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2010,MS 391(XW),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2011,MS 394(BN),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
2012,MS 399(XW),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2013,MS 399(XW),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2014,MS 45 Thomas C. Giordano(XW),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2015,MS 45 Thomas C. Giordano(XW),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2016,MS 51(BS),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
2017,MS 51(BS),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
2018,MS 51(BS),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
2019,MS 72(QS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2020,MS 72(QS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2021,MS 72(QS),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
2022,MS 72(QS),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
2023,MS 80(XW),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2024,MS 80(XW),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
2025,MS 80(XW),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,,,M
2026,MS 80(XW),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
2027,MS 88(BS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2028,MS 88(BS),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
2029,MS 88(BS),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
2030,MURRY BERGTRAUM HS FOR BUSINESS CAREERS(MS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2031,MURRY BERGTRAUM HS FOR BUSINESS CAREERS(MS),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,M
2032,MURRY BERGTRAUM HS FOR BUSINESS CAREERS(MS),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
2033,MURRY BERGTRAUM HS FOR BUSINESS CAREERS(MS),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
2034,MURRY BERGTRAUM HS FOR BUSINESS CAREERS(MS),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,
2035,MURRY BERGTRAUM HS FOR BUSINESS CAREERS(MS),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
2036,Naples Street Elementary School(SI),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
2037,Nelson Mandela HS(BN),Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
2038,NEST+M NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY & MATH HS(MS),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,M
2039,NEW DESIGN HS(MS) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
2040,New Design Middle School(MN),Juvenile Report,Off-Site,No,Non-Scanning,N,N,N,PATROL,Metal,N,None,,,M
2041,NEW DORP EVENING M/W(SI),Arrested,Off-Site,No,Non-Scanning,N,N,Y,DB,No Restraints,N,None,ROBBERY,,F
2042,NEW DORP EVENING M/W(SI),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
