Geographical District Code,Building Code,ATS System Code,Location Name,Primary Address,City,Zip,Service
13,K902,13K266,M.S. K266 - Park Place Community Middle School,62 PARK PLACE,BROOKLYN,11217,H+H School
13,K282,13K282,P.S. 282 Park Slope,180 6 AVENUE,BROOKLYN,11217,School-based Mental Health Clinic
13,K093,13K301,Satellite East Middle School,31 NEW YORK AVENUE,BROOKLYN,11216,Community School MH
13,K307,13K307,P.S. 307 Daniel Hale Williams,209 YORK STREET,BROOKLYN,11201,School-based Mental Health Clinic
13,K611,13K313,Dock Street School for STEAM Studies,19 DOCK STREET,BROOKLYN,11201,School-based Mental Health Clinic
13,K805,13K350,Urban Assembly School of Music and Art,49 FLATBUSH AVENUE EXTENSION,BROOKLYN,11201,School-based Mental Health Clinic
13,K056,13K351,The Urban Assembly Unison School,170 GATES AVENUE,BROOKLYN,11238,School Mental Health Specialist Program
13,K117,13K412,Brooklyn Community Arts & Media High School (BCAM),300 WILLOUGHBY AVENUE,BROOKLYN,11205,Community School MH
13,K805,13K419,"Science Skills Center High School for Science, Technology and the Creative Arts",49 FLATBUSH AVENUE EXTENSION,BROOKLYN,11201,School-based Mental Health Clinic
13,K430,13K430,Brooklyn Technical High School,29 FT GREENE PLACE,BROOKLYN,11217,School Mental Health Specialist Program
13,K805,13K439,Brooklyn International High School,49 FLATBUSH AVENUE EXTENSION,BROOKLYN,11201,School-based Mental Health Clinic
13,K313,13K483,The Urban Assembly School for Law and Justice,283 ADAMS STREET,BROOKLYN,11201,School-based Mental Health Clinic
13,K305,13K492,Academy of Arts and Letters,344 MONROE STREET,BROOKLYN,11216,H+H School
13,K313,13K527,Urban Assembly Institute of Math and Science for Young Women,283 ADAMS STREET,BROOKLYN,11201,School-based Mental Health Clinic
13,K458,13K553,Brooklyn Academy High School,832 MARCY AVENUE,BROOKLYN,11216,H+H School
17,K909,13K594,Gotham Professional Arts Academy,561 GRAND AVENUE,BROOKLYN,11238,School Mental Health Specialist Program
13,K994,13K595,Bedford Academy High School,1119 BEDFORD AVENUE,BROOKLYN,11216,H+H School
13,K914,13K670,Benjamin Banneker Academy,71-77 CLINTON AVENUE,BROOKLYN,11205,School-based Health Center w/ Mental Health
13,K046,13K691,Fort Greene Preparatory Academy,100 CLERMONT AVENUE,BROOKLYN,11205,H+H School
13,K611,13K869,District 13 PRE-K Center,19 DOCK STREET,BROOKLYN,11201,School-based Mental Health Clinic
13,K580,13K915,I.S. 915,105 TECH PLACE,BROOKLYN,11201,School Mental Health Specialist Program
14,K018,14K018,P.S. 018 Edward Bush,101 MAUJER STREET,BROOKLYN,11206,School Mental Health Specialist Program
14,K023,14K023,P.S. 023 Carter G. Woodson,545 WILLOUGHBY AVENUE,BROOKLYN,11206,School Mental Health Specialist Program
14,K050,14K050,J.H.S. 050 John D. Wells,183 SOUTH 3 STREET,BROOKLYN,11211,Community School MH
14,K071,14K071,Juan Morel Campos Secondary School,215 HEYWARD STREET,BROOKLYN,11206,Community School MH
14,K084,14K084,P.S. 084 Jose De Diego,250 Berry Street,Brooklyn,11249,School Mental Health Specialist Program
14,K120,14K120,P.S. 120 Carlos Tapia,18 BEAVER STREET,BROOKLYN,11206,School Mental Health Specialist Program
14,K126,14K126,John Ericsson Middle School 126,424 LEONARD STREET,BROOKLYN,11222,Community School MH
14,K147,14K147,P.S. 147 Isaac Remsen,325 BUSHWICK AVENUE,BROOKLYN,11206,School-based Mental Health Clinic
14,K157,14K157,P.S./I.S. 157 The Benjamin Franklin Health & Science Academy,850 KENT AVENUE,BROOKLYN,11205,School Mental Health Specialist Program
14,K318,14K318,I.S. 318 Eugenio Maria De Hostos,101 WALTON STREET,BROOKLYN,11206,Prevention Intervention Program MH
14,K049,14K449,"Brooklyn Latin School, The",223 GRAHAM AVENUE,BROOKLYN,11206,School-based Health Center w/ Mental Health
14,K049,14K454,The Williamsburg High School of Art and Technology,223 GRAHAM AVENUE,BROOKLYN,11206,Community School MH
14,K450,14K474,PROGRESS High School for Professional Careers,850 GRAND STREET,BROOKLYN,11211,School-based Health Center w/ Mental Health
14,K450,14K477,East Williamsburg Scholars Academy,850 GRAND STREET,BROOKLYN,11211,Prevention Intervention Program MH
14,K450,14K478,"The High School for Enterprise, Business and Technology",850 GRAND STREET,BROOKLYN,11211,School-based Health Center w/ Mental Health
14,K650,14K488,Brooklyn Preparatory High School,257 NORTH 6 STREET,BROOKLYN,11211,School Mental Health Specialist Program
14,K650,14K561,Williamsburg Preparatory School,257 NORTH 6 STREET,BROOKLYN,11211,School Mental Health Specialist Program
14,K017,14K577,Conselyea Preparatory School,208 NORTH 5 STREET,BROOKLYN,11211,School Mental Health Specialist Program
14,K196,14K582,M.S. 582,207 BUSHWICK AVENUE,BROOKLYN,11206,Community School MH
14,K049,14K586,Lyons Community School,223 GRAHAM AVENUE,BROOKLYN,11206,School-based Health Center w/ Mental Health
14,K610,14K610,A-Tech High School,50 BEDFORD AVENUE,BROOKLYN,11222,Community School MH
14,K147,14K614,Young Women's Leadership School of Brooklyn,325 BUSHWICK AVENUE,BROOKLYN,11206,School-based Mental Health Clinic
14,K778,14K685,El Puente Academy for Peace and Justice,250 HOOPER STREET,BROOKLYN,11211,School Mental Health Specialist Program
15,K001,15K001,P.S. 001 The Bergen,309 47 STREET,BROOKLYN,11220,School-based Health Center w/ Mental Health
15,K010,15K010,"Magnet School of Math, Science and Design Technology",511 7 AVENUE,BROOKLYN,11215,School-based Mental Health Clinic
15,K015,15K015,P.S. 015 Patrick F. Daly,71 SULLIVAN STREET,BROOKLYN,11231,School-based Health Center w/ Mental Health
15,K024,15K024,P.S. 024,427 38 STREET,BROOKLYN,11232,School-based Health Center w/ Mental Health
15,K051,15K051,M.S. 51 William Alexander,350 5 AVENUE,BROOKLYN,11215,School-based Health Center w/ Mental Health
15,K088,15K088,J.H.S. 088 Peter Rouget,544 7TH AVENUE,BROOKLYN,11215,School-based Mental Health Clinic
15,K136,15K136,I.S. 136 Charles O. Dewey,4004 4 AVENUE,BROOKLYN,11232,School-based Health Center w/ Mental Health
15,K142,15K146,"The Brooklyn New School, P.S. 146",610 HENRY STREET,BROOKLYN,11231,School-based Health Center w/ Mental Health
15,K169,15K169,P.S. 169 Sunset Park,4305 7 AVENUE,BROOKLYN,11232,School-based Mental Health Clinic
15,K172,15K172,P.S. 172 Beacon School of Excellence,825 4 AVENUE,BROOKLYN,11232,School-based Mental Health Clinic
15,K293,15K429,Digital Arts and Cinema Technology High School,284 BALTIC STREET,BROOKLYN,11201,School-based Health Center w/ Mental Health
15,K280,15K442,M.S. 442 Carroll Gardens School for Innovation,500 19 STREET,BROOKLYN,11215,School Mental Health Specialist Program
15,K845,15K443,New Voices School of Academic & Creative Arts,330 18 STREET,BROOKLYN,11215,School Mental Health Specialist Program
15,K655,15K447,The Math & Science Exploratory School,345 DEAN STREET,BROOKLYN,11217,School Mental Health Specialist Program
15,K142,15K448,Brooklyn Collaborative Studies,610 HENRY STREET,BROOKLYN,11231,School-based Health Center w/ Mental Health
15,K460,15K462,John Jay School for Law,237 7 AVENUE,BROOKLYN,11215,School Mental Health Specialist Program
15,K460,15K463,Cyberarts Studio Academy,237 7 AVENUE,BROOKLYN,11215,School Mental Health Specialist Program
15,K460,15K464,Park Slope Collegiate,237 7 AVENUE,BROOKLYN,11215,School Mental Health Specialist Program
15,K293,15K497,The Boerum Hill School for International Studies,284 BALTIC STREET,BROOKLYN,11201,School-based Health Center w/ Mental Health
15,K806,15K592,Khalil Gibran International Academy,362 SCHERMERHORN STREET,BROOKLYN,11217,School Mental Health Specialist Program
15,K655,15K656,Brooklyn High School of the Arts,345 DEAN STREET,BROOKLYN,11217,School Mental Health Specialist Program
15,K564,15K667,Sunset Park High School,153 35TH STREET,BROOKLYN,11232,School-based Health Center w/ Mental Health
15,K460,15K684,Millennium Brooklyn HS,237 7 AVENUE,BROOKLYN,11215,School Mental Health Specialist Program
15,K136,15K821,Sunset Park Prep,4004 4 AVENUE,BROOKLYN,11232,School-based Health Center w/ Mental Health
15,K437,15K839,M.S. 839,713 CATON AVENUE,BROOKLYN,11218,School Mental Health Specialist Program
16,K035,16K035,M.S. 035 Stephen Decatur,272 MACDONOUGH STREET,BROOKLYN,11233,School Mental Health Specialist Program
16,K057,16K057,Whitelaw Reid Academy of Arts and Business,125 STUYVESANT AVENUE,BROOKLYN,11221,School-based Mental Health Clinic
16,K081,16K081,P.S. 081 Thaddeus Stevens,990 DEKALB AVENUE,BROOKLYN,11221,School Mental Health Specialist Program
16,K324,16K267,"M.S. 267 Math, Science & Technology",800 GATES AVENUE,BROOKLYN,11221,School-based Mental Health Clinic
16,K308,16K308,P.S. 308 Clara Cardwell,616 QUINCY STREET,BROOKLYN,11221,Community School MH
16,K335,16K335,P.S. 335 Granville T. Woods,130 Rochester Avenue,Brooklyn,11213,Community School MH
16,K455,16K455,Boys and Girls High School,1700 FULTON STREET,BROOKLYN,11213,Community School MH
16,K987,16K498,Brooklyn High School for Law and Technology,1396 BROADWAY,BROOKLYN,11221,School Mental Health Specialist Program
16,K304,16K627,Brighter Choice Community School,280 HART STREET,BROOKLYN,11206,School Mental Health Specialist Program
16,K035,16K628,Brooklyn Brownstone School,272 MACDONOUGH STREET,BROOKLYN,11233,School Mental Health Specialist Program
16,K455,16K669,Research and Service High School,1700 FULTON STREET,BROOKLYN,11213,School-based Mental Health Clinic
16,K057,16K688,The Brooklyn Academy of Global Finance,125 STUYVESANT AVENUE,BROOKLYN,11221,Community School MH
16,K455,16K765,Nelson Mandela High School,1700 FULTON STREET,BROOKLYN,11213,School-based Mental Health Clinic
16,K335,16K898,The Brooklyn Green School,130 Rochester Avenue,Brooklyn,11213,School Mental Health Specialist Program
17,K002,17K002,Parkside Preparatory Academy,655 PARKSIDE AVENUE,BROOKLYN,11226,School Mental Health Specialist Program
23,K012,17K012,Dr. Jacqueline Peek-Davis School,430 HOWARD AVENUE,BROOKLYN,11233,School-based Mental Health Clinic
17,K061,17K061,M.S. 061 Dr. Gladstone H. Atwell,400 EMPIRE BOULEVARD,BROOKLYN,11225,School Response Team
17,K138,17K138,P.S. 138 Brooklyn,760 PROSPECT PLACE,BROOKLYN,11216,H+H School
17,K181,17K181,P.S. 181 Brooklyn,1023 NEW YORK AVENUE,BROOKLYN,11203,H+H School
17,K189,17K189,P.S. 189 The Bilingual Center,1100 EAST NEW YORK AVENUE,BROOKLYN,11212,School Mental Health Specialist Program
17,K316,17K316,P.S. 316 Elijah Stroud,750 CLASSON AVENUE,BROOKLYN,11238,School-based Mental Health Clinic
13,K874,17K340,I.S. 340,227 STERLING PLACE,BROOKLYN,11238,H+H School
17,K320,17K352,Ebbets Field Middle School,46 MCKEEVER PLACE,BROOKLYN,11225,Community School MH
17,K316,17K353,Elijah Stroud Middle School,750 CLASSON AVENUE,BROOKLYN,11238,School-based Mental Health Clinic
17,K390,17K354,The School of Integrated Learning,1224 PARK PLACE,BROOKLYN,11213,Community School MH
17,K320,17K375,P.S. 375 Jackie Robinson School,46 MCKEEVER PLACE,BROOKLYN,11225,School-based Mental Health Clinic
17,K465,17K382,Academy for College Preparation and Career Exploration: A College Board School,911 FLATBUSH AVENUE,BROOKLYN,11226,School-based Health Center w/ Mental Health
17,K210,17K394,M.S. K394,188 ROCHESTER AVENUE,BROOKLYN,11213,School Mental Health Specialist Program
17,K465,17K408,Academy of Hospitality and Tourism,911 FLATBUSH AVENUE,BROOKLYN,11226,School-based Health Center w/ Mental Health
23,K012,17K484,Ronald Edmonds Learning Center II,430 HOWARD AVENUE,BROOKLYN,11233,School-based Mental Health Clinic
17,K440,17K524,International High School at Prospect Heights,883 CLASSON AVENUE,BROOKLYN,11225,School Mental Health Specialist Program
17,K440,17K528,The High School for Global Citizenship,883 CLASSON AVENUE,BROOKLYN,11225,School Mental Health Specialist Program
17,K470,17K531,"School for Human Rights, The",600 KINGSTON AVENUE,BROOKLYN,11203,Prevention Intervention Program MH
17,K465,17K537,High School for Youth and Community Development at Erasmus,911 FLATBUSH AVENUE,BROOKLYN,11226,School-based Health Center w/ Mental Health
17,K465,17K539,High School for Service & Learning at Erasmus,911 FLATBUSH AVENUE,BROOKLYN,11226,School-based Health Center w/ Mental Health
17,K465,17K543,"Science, Technology and Research Early College High School at Erasmus",911 FLATBUSH AVENUE,BROOKLYN,11226,School-based Health Center w/ Mental Health
17,K470,17K546,High School for Public Service: Heroes of Tomorrow,600 KINGSTON AVENUE,BROOKLYN,11203,School-based Health Center w/ Mental Health
17,K440,17K547,Brooklyn Academy of Science and the Environment,883 CLASSON AVENUE,BROOKLYN,11225,School Mental Health Specialist Program
17,K440,17K548,Brooklyn School for Music & Theatre,883 CLASSON AVENUE,BROOKLYN,11225,Prevention Intervention Program MH
17,K907,17K568,Brownsville Academy High School,1150 EAST NEW YORK AVENUE,BROOKLYN,11212,Community School MH
17,K590,17K590,Medgar Evers College Preparatory School,1186 Carroll Street,Brooklyn,11225,School Mental Health Specialist Program
17,K600,17K600,Clara Barton High School,901 CLASSON AVENUE,BROOKLYN,11225,Prevention Intervention Program MH
17,K022,17K705,Brooklyn Arts and Science Elementary School,443 ST MARKS AVENUE,BROOKLYN,11238,H+H School
17,K391,17K722,New Heights Middle School,790 EAST NEW YORK AVENUE,BROOKLYN,11203,School Response Team
17,K470,17K745,Brooklyn Institute for Liberal Arts,600 KINGSTON AVENUE,BROOKLYN,11203,School-based Health Center w/ Mental Health
18,K066,18K066,P.S. 66,845 EAST 96 STREET,BROOKLYN,11236,School Mental Health Specialist Program
18,K068,18K068,I.S. 068 Isaac Bildersee,956 EAST 82 STREET,BROOKLYN,11236,School Response Team
18,K114,18K114,P.S. 114 Ryder Elementary,1077 REMSEN AVENUE,BROOKLYN,11236,School-based Mental Health Clinic
18,K208,18K208,P.S. 208 Elsa Ebeling,4801 AVENUE D,BROOKLYN,11203,H+H School
18,K211,18K211,I.S. 211 John Wilson,1001 EAST 100 STREET,BROOKLYN,11236,School Mental Health Specialist Program
18,K235,18K235,P.S. 235 Janice Marie Knight School,525 LENOX ROAD,BROOKLYN,11203,School Mental Health Specialist Program
18,K244,18K244,P.S. 244 Richard R. Green,5404 TILDEN AVENUE,BROOKLYN,11203,H+H School
18,K268,18K268,P.S. 268 Emma Lazarus,133 EAST 53 STREET,BROOKLYN,11203,H+H School
18,K272,18K272,P.S. 272 Curtis Estabrook,101-24 SEAVIEW AVENUE,BROOKLYN,11236,Community School MH
18,K285,18K285,I.S. 285 Meyer Levin,5909 BEVERLY ROAD,BROOKLYN,11203,School-based Mental Health Clinic
18,K366,18K366,The Science And Medicine Middle School,965 EAST 107TH STREET,BROOKLYN,11236,School Response Team
18,K415,18K563,It Takes a Village Academy,5800 TILDEN AVENUE,BROOKLYN,11203,School-based Mental Health Clinic
18,K515,18K566,Brooklyn Community High School for Excellence and Equity,6565 FLATLANDS AVENUE,BROOKLYN,11236,Community School MH
18,K515,18K567,Brooklyn Theatre Arts High School,6565 FLATLANDS AVENUE,BROOKLYN,11236,School-based Health Center w/ Mental Health
18,K415,18K569,Kurt Hahn Expeditionary Learning School,5800 TILDEN AVENUE,BROOKLYN,11203,School-based Mental Health Clinic
18,K515,18K576,Victory Collegiate High School,6565 FLATLANDS AVENUE,BROOKLYN,11236,School-based Health Center w/ Mental Health
18,K515,18K578,Brooklyn Bridge Academy,6565 FLATLANDS AVENUE,BROOKLYN,11236,School-based Health Center w/ Mental Health
18,K232,18K581,"The Middle School of Media, Law and Fine Arts",905 WINTHROP STREET,BROOKLYN,11203,Community School MH
18,K252,18K588,Middle School for Art and Philosophy,1084 LENOX ROAD,BROOKLYN,11212,School Response Team
18,K500,18K617,High School for Innovation in Advertising and Media,1600 ROCKAWAY PARKWAY,BROOKLYN,11236,School-based Mental Health Clinic
18,K415,18K629,Cultural Academy for the Arts and Sciences,5800 TILDEN AVENUE,BROOKLYN,11203,School-based Mental Health Clinic
18,K500,18K633,High School for Medical Professions,1600 ROCKAWAY PARKWAY,BROOKLYN,11236,School-based Mental Health Clinic
18,K515,18K637,Academy for Conservation and the Environment,6565 FLATLANDS AVENUE,BROOKLYN,11236,School-based Health Center w/ Mental Health
18,K500,18K642,Urban Action Academy,1600 ROCKAWAY PARKWAY,BROOKLYN,11236,School-based Mental Health Clinic
18,K860,18K673,East Brooklyn Community High School,9517 KINGS HIGHWAY,BROOKLYN,11212,Community School MH
18,K244,18K763,Brooklyn Science and Engineering Academy,5404 TILDEN AVENUE,BROOKLYN,11203,H+H School
19,K007,19K007,P.S. 007 Abraham Lincoln,858 JAMAICA AVENUE,BROOKLYN,11208,School Mental Health Specialist Program
19,K013,19K013,P.S. 013 Roberto Clemente,557 PENNSYLVANIA AVENUE,BROOKLYN,11207,School-based Mental Health Clinic
19,K814,19K089,P.S. 089 Cypress Hills,265 WARWICK STREET,BROOKLYN,11207,School Mental Health Specialist Program
19,K108,19K108,P.S. 108 Sal Abbracciamento,200 LINWOOD STREET,BROOKLYN,11208,School Mental Health Specialist Program
19,K158,19K158,P.S. 158 Warwick,400 ASHFORD STREET,BROOKLYN,11207,Community School MH
19,K171,19K171,I.S. 171 Abraham Lincoln,528 RIDGEWOOD AVENUE,BROOKLYN,11208,School Response Team
19,K213,19K213,P.S. 213 New Lots,580 HEGEMAN AVENUE,BROOKLYN,11207,School Mental Health Specialist Program
19,K214,19K214,P.S. 214 Michael Friedsam,2944 PITKIN AVENUE,BROOKLYN,11208,School Mental Health Specialist Program
19,K218,19K218,J.H.S. 218 James P. Sinnott,370 FOUNTAIN AVENUE,BROOKLYN,11208,School Mental Health Specialist Program
19,K224,19K224,P.S. 224 Hale A. Woodruff,757 WORTMAN AVENUE,BROOKLYN,11208,School Mental Health Specialist Program
19,K273,19K273,P.S. 273 Wortman,923 JEROME STREET,BROOKLYN,11207,School Mental Health Specialist Program
19,K290,19K290,P.S. 290 Juan Morel Campos,135 SCHENCK AVENUE,BROOKLYN,11207,School Mental Health Specialist Program
19,K292,19K292,J.H.S. 292 Margaret S. Douglas,301 VERMONT STREET,BROOKLYN,11207,Community School MH
19,K306,19K306,P.S. 306 Ethan Allen,970 VERMONT STREET,BROOKLYN,11207,Community School MH
19,K328,19K328,P.S. 328 Phyllis Wheatley,330 ALABAMA AVENUE,BROOKLYN,11207,Community School MH
19,K346,19K346,P.S. 346 Abe Stark,1400 PENNSYLVANIA AVENUE,BROOKLYN,11239,School Response Team
19,K364,19K364,I.S. 364 Gateway,1426 FREEPORT LOOP,BROOKLYN,11239,School Response Team
19,K422,19K404,Academy for Young Writers,1065 ELTON STREET,BROOKLYN,11208,Community School MH
19,K660,19K409,East New York Family Academy,145 PENNSYLVANIA AVENUE,BROOKLYN,11207,School Mental Health Specialist Program
19,K422,19K422,Spring Creek Community School,1065 ELTON STREET,BROOKLYN,11208,Community School MH
19,K346,19K452,Frederick Douglass Academy VIII Middle School,1400 PENNSYLVANIA AVENUE,BROOKLYN,11239,School Mental Health Specialist Program
19,K435,19K502,FDNY - Captain Vernon A. Richard High School for Fire and Life Safety,400 PENNSYLVANIA AVENUE,BROOKLYN,11207,School-based Mental Health Clinic
19,K435,19K504,High School for Civil Rights,400 PENNSYLVANIA AVENUE,BROOKLYN,11207,School-based Mental Health Clinic
19,K435,19K507,Performing Arts and Technology High School,400 PENNSYLVANIA AVENUE,BROOKLYN,11207,School-based Mental Health Clinic
19,K435,19K510,World Academy for Total Community Health High School,400 PENNSYLVANIA AVENUE,BROOKLYN,11207,School-based Mental Health Clinic
19,K174,19K557,Brooklyn Gardens Elementary School,574 DUMONT AVENUE,BROOKLYN,11207,Community School MH
19,K420,19K583,Multicultural High School,999 JAMAICA AVENUE,BROOKLYN,11208,Community School MH
19,K420,19K618,Academy of Innovative Technology,999 JAMAICA AVENUE,BROOKLYN,11208,School-based Health Center w/ Mental Health
19,K420,19K639,Brooklyn Lab School,999 JAMAICA AVENUE,BROOKLYN,11208,Community School MH
19,K166,19K654,Van Siclen Community Middle School,800 VAN SICLEN AVE,BROOKLYN,11207,School Mental Health Specialist Program
19,K420,19K659,Cypress Hills Collegiate Preparatory School,999 JAMAICA AVENUE,BROOKLYN,11208,Community School MH
19,K302,19K661,Vista Academy,350 LINWOOD STREET,BROOKLYN,11208,School Mental Health Specialist Program
19,K302,19K662,Liberty Avenue Middle School,350 LINWOOD STREET,BROOKLYN,11208,School Mental Health Specialist Program
19,K174,19K663,School of the Future Brooklyn,574 DUMONT AVENUE,BROOKLYN,11207,School Mental Health Specialist Program
19,K072,19K677,East New York Elementary School of Excellence,605 SHEPHERD AVENUE,BROOKLYN,11208,School-based Mental Health Clinic
19,K072,19K678,East New York Middle School of Excellence,605 SHEPHERD AVENUE,BROOKLYN,11208,School-based Mental Health Clinic
19,K218,19K683,School for Classics High School,370 FOUNTAIN AVENUE,BROOKLYN,11208,School Mental Health Specialist Program
19,K171,19K760,Highland Park Community School,528 RIDGEWOOD AVENUE,BROOKLYN,11208,School Mental Health Specialist Program
19,K420,19K764,The Urban Assembly School for Collaborative Healthcare,999 JAMAICA AVENUE,BROOKLYN,11208,School-based Health Center w/ Mental Health
19,K166,19K953,The East New York Arts and Civics High School,800 VAN SICLEN AVE,BROOKLYN,11207,School Mental Health Specialist Program
20,K331,20K030,P.S./I.S. 30 Mary White Ovington,7002 4TH AVENUE,BROOKLYN,11209,School Mental Health Specialist Program
20,K062,20K062,J.H.S. 062 Ditmas,700 CORTELYOU ROAD,BROOKLYN,11218,School Mental Health Specialist Program
20,K104,20K104,P.S./I.S. 104 The Fort Hamilton School,9115 5 AVENUE,BROOKLYN,11209,School Mental Health Specialist Program
20,K807,20K163,P.S. 163 Bath Beach,109 BAY 14TH STREET,BROOKLYN,11214,School Mental Health Specialist Program
20,K180,20K180,The SEEALL Academy,5601 16 AVENUE,BROOKLYN,11204,School Mental Health Specialist Program
20,K486,20K187,The Christa McAuliffe School\I.S. 187,1171 65 STREET,BROOKLYN,11219,School Mental Health Specialist Program
20,K192,20K192,P.S. 192 - The Magnet School for Math and Science Inquiry,4715 18 AVENUE,BROOKLYN,11204,School Mental Health Specialist Program
20,K201,20K201,J.H.S. 201 The Dyker Heights,8010 12 AVENUE,BROOKLYN,11228,School Mental Health Specialist Program
20,K205,20K205,P.S. 205 Clarion,6701 20 AVENUE,BROOKLYN,11204,School-based Mental Health Clinic
20,K223,20K223,J.H.S. 223 The Montauk,4200 16 AVENUE,BROOKLYN,11204,School Mental Health Specialist Program
20,K227,20K227,J.H.S. 227 Edward B. Shallow,6500 16 AVENUE,BROOKLYN,11204,School Mental Health Specialist Program
20,K229,20K229,P.S. 229 Dyker,1400 BENSON AVENUE,BROOKLYN,11228,School Mental Health Specialist Program
20,K445,20K445,New Utrecht High School,1601 80 STREET,BROOKLYN,11214,School Mental Health Specialist Program
20,K485,20K485,High School of Telecommunication Arts and Technology,350 67 STREET,BROOKLYN,11220,School Mental Health Specialist Program
20,K490,20K490,Fort Hamilton High School,8301 SHORE ROAD,BROOKLYN,11209,School Mental Health Specialist Program
20,K314,20K503,P.S. 503: The School of Discovery,330 59 STREET,BROOKLYN,11220,School-based Health Center w/ Mental Health
20,K505,20K505,Franklin Delano Roosevelt High School,5800 20 AVENUE,BROOKLYN,11204,Prevention Intervention Program MH
20,K314,20K506,P.S. 506: The School of Journalism & Technology,330 59 STREET,BROOKLYN,11220,School-based Health Center w/ Mental Health
20,K223,20K609,Urban Assembly School for Leadership and Empowerment,4200 16 AVENUE,BROOKLYN,11204,School Mental Health Specialist Program
21,K237,20K686,Brooklyn School of Inquiry,50 AVENUE P,BROOKLYN,11204,School Mental Health Specialist Program
20,K746,20K936,MS 936 Arts Off 3rd,270 59TH STREET,BROOKLYN,11220,School Mental Health Specialist Program
21,K095,21K095,P.S. 095 The Gravesend,345 VAN SICKLEN STREET,BROOKLYN,11223,School Mental Health Specialist Program
21,K096,21K096,I.S. 096 Seth Low,99 AVENUE P,BROOKLYN,11204,Community School MH
21,K043,21K098,I.S. 98 Bay Academy,1401 EMMONS AVENUE,BROOKLYN,11235,School Mental Health Specialist Program
21,K099,21K099,P.S. 099 Isaac Asimov,1120 EAST 10 STREET,BROOKLYN,11230,School Mental Health Specialist Program
21,K121,21K121,P.S. 121 Nelson A. Rockefeller,5301 20 AVENUE,BROOKLYN,11204,School Mental Health Specialist Program
21,K188,21K188,P.S. 188 Michael E. Berdy,3314 NEPTUNE AVENUE,BROOKLYN,11224,School-based Health Center w/ Mental Health
21,K225,21K225,P.S. K225 - The Eileen E. Zaglin,1075 OCEAN VIEW AVENUE,BROOKLYN,11235,School Mental Health Specialist Program
21,K238,21K238,P.S. 238 Anne Sullivan,1633 EAST 8 STREET,BROOKLYN,11223,School Mental Health Specialist Program
21,K239,21K239,Mark Twain I.S. 239 for the Gifted & Talented,2401 NEPTUNE AVENUE,BROOKLYN,11224,School Mental Health Specialist Program
21,K281,21K281,I.S. 281 Joseph B Cavallaro,8787 24 AVENUE,BROOKLYN,11214,School Mental Health Specialist Program
21,K288,21K288,P.S. 288 The Shirley Tanyhill,2950 WEST 25 STREET,BROOKLYN,11224,School Mental Health Specialist Program
21,K303,21K303,I.S. 303 Herbert S. Eisenberg,501 WEST AVENUE,BROOKLYN,11224,School Mental Health Specialist Program
21,K329,21K329,P.S. 329 Surfside,2929 WEST 30 STREET,BROOKLYN,11224,School-based Mental Health Clinic
21,K400,21K337,International High School at Lafayette,2630 BENSON AVENUE,BROOKLYN,11214,School-based Mental Health Clinic
21,K303,21K344,Rachel Carson High School for Coastal Studies,521 WEST AVENUE,BROOKLYN,11224,School Mental Health Specialist Program
21,K400,21K348,High School of Sports Management,2630 BENSON AVENUE,BROOKLYN,11214,School-based Mental Health Clinic
21,K410,21K410,Abraham Lincoln High School,2800 OCEAN PARKWAY,BROOKLYN,11235,Prevention Intervention Program MH
21,K400,21K468,Kingsborough Early College School,2630 BENSON AVENUE,BROOKLYN,11214,School-based Mental Health Clinic
21,K525,21K525,Edward R. Murrow High School,1600 AVENUE L,BROOKLYN,11230,Prevention Intervention Program MH
21,K540,21K540,John Dewey High School,50 AVENUE X,BROOKLYN,11223,School-based Mental Health Clinic
21,K400,21K559,Life Academy High School for Film and Music,2630 BENSON AVENUE,BROOKLYN,11214,School-based Mental Health Clinic
21,K400,21K572,Leaders High School,2630 BENSON AVENUE,BROOKLYN,11214,School-based Mental Health Clinic
21,K721,21K690,Brooklyn Studio Secondary School,8310 21ST AVENUE,BROOKLYN,11214,School Mental Health Specialist Program
22,K014,22K014,J.H.S. 014 Shell Bank,2424 BATCHELDER STREET,BROOKLYN,11235,School Mental Health Specialist Program
22,K078,22K078,J.H.S. 078 Roy H. Mann,1420 EAST 68 STREET,BROOKLYN,11234,Prevention Intervention Program MH
22,K395,22K109,P.S. 109,1001 EAST 45 STREET,BROOKLYN,11203,School Mental Health Specialist Program
22,K139,22K139,P.S. 139 Alexine A. Fenty,330 RUGBY ROAD,BROOKLYN,11226,School-based Mental Health Clinic
22,K206,22K206,P.S. 206 Joseph F Lamb,2200 GRAVESEND NECK ROAD,BROOKLYN,11229,School-based Mental Health Clinic
22,K207,22K207,P.S. 207 Elizabeth G. Leary,4011 FILLMORE AVENUE,BROOKLYN,11234,School Mental Health Specialist Program
22,K234,22K234,J.H.S. 234 Arthur W. Cunningham,1875 EAST 17 STREET,BROOKLYN,11229,School Mental Health Specialist Program
22,K240,22K240,Andries Hudde,2500 NOSTRAND AVENUE,BROOKLYN,11210,School Mental Health Specialist Program
22,K278,22K278,J.H.S. 278 Marine Park,1925 STUART STREET,BROOKLYN,11229,School Mental Health Specialist Program
22,K240,22K381,I. S. 381,2500 NOSTRAND AVENUE,BROOKLYN,11210,School Mental Health Specialist Program
